No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,167,16
2,2,163,16
3,2,166,16
4,2,192,16
5,2,169,16
6,2,188,16
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Part_Size,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y,Machine No,Table,FeederNum,Nozzle_Using
30,C9040,206,53,180,75.8,8.7,659.46,AAV00039,650,700,0,0,0,498,398,1,2,59,650
31,C12025,424,351,90,24.3,27.9,677.97,AAX00023,650,700,0,0,0,499,399,1,1,141,650
32,C12044,151,5,270,41.35,16.4,678.14,AAH00052,650,700,0,0,0,499,399,1,2,50,650
33,C12037,108,393,270,21.6,30.45,657.72,AAA00045,650,700,0,0,0,499,399,1,1,36,650
34,C12044,368,186,270,41.35,16.4,678.14,AAH00052,650,700,0,0,0,499,399,1,2,49,650
35,Q9006,55,56,270,60.45,12.1,731.445,AAM00041,700,750,0,0,0,498,398,1,2,18,700
36,C12040,391,233,0,46.1,16.1,742.21,AAD00048,700,750,0,0,0,498,398,1,1,131,700
37,C12059,162,295,90,40.35,18.55,748.4925,AAV00063,700,750,0,0,0,499,399,1,1,54,700
38,C12056,389,371,90,39.35,18.55,729.9425,AAR00060,700,750,0,0,0,499,399,1,1,130,700
39,C12056,28,342,90,39.35,18.55,729.9425,AAR00060,700,750,0,0,0,499,399,1,1,129,700
40,C12040,131,138,0,46.1,16.1,742.21,AAD00048,700,750,0,0,0,499,399,1,2,43,700
41,C12011,268,156,180,37.775,19.7,744.1675,AAK00014,700,750,0,0,0,499,399,1,2,89,700
42,C12011,383,236,180,37.775,19.7,744.1675,AAK00014,700,750,0,0,0,499,399,1,1,128,700
43,C12056,312,140,90,39.35,18.55,729.9425,AAR00060,700,750,0,0,0,499,399,1,2,104,700
44,Q9006,68,260,270,60.45,12.1,731.445,AAM00041,700,750,0,0,0,499,399,1,1,22,700
45,C12027,235,104,90,42.85,18.2,779.87,AAR00059,750,800,0,0,0,498,398,1,2,78,750
46,Q9005,219,232,0,64.15,12.4,795.46,AAL00040,750,800,0,0,0,498,398,1,1,73,750
47,FL12001,441,123,270,27.9,27.65,771.435,AAA00023,750,800,0,0,0,498,398,1,2,147,750
48,C12027,413,276,90,42.85,18.2,779.87,AAR00059,750,800,0,0,0,499,399,1,1,138,750
49,FL12001,316,16,270,27.9,27.65,771.435,AAA00023,750,800,0,0,0,499,399,1,2,146,750
50,C12024,253,39,90,43.85,18.2,798.07,AAP00058,750,800,0,0,0,499,399,1,2,84,750
51,C12042,11,126,270,39.35,20.25,796.8375,AAF00050,750,800,0,0,0,499,399,1,2,3,750
52,C12019,114,378,180,26.55,29.5,783.225,AAS00020,750,800,0,0,0,499,399,1,1,38,750
53,FL12001,406,374,270,27.9,27.65,771.435,AAA00023,750,800,0,0,0,499,399,1,1,135,750
54,C12045,96,160,270,38.35,20.25,776.5875,AAI00053,750,800,0,0,0,499,399,1,2,32,750
55,U12002,231,296,90,39.58,19.275,762.9045,AAU00055,750,800,0,0,0,499,399,1,1,77,750
56,C12081,292,181,180,29.9,26.7,798.33,AAF00010,750,800,0,0,0,499,399,1,2,97,750
57,R12007,238,37,0,53.45,14.65,783.0425,AAS00048,750,800,0,0,0,499,399,1,2,79,750
58,C12042,64,211,270,39.35,20.25,796.8375,AAF00050,750,800,0,0,0,499,399,1,1,21,750
59,C13061,330,378,180,25.25,31.9,805.475,AAP00019,800,850,0,0,0,460,378,1,1,119,800
60,IC12000,278,309,90,44.15,18.2,803.53,AAB00025,800,850,0,0,0,460,378,1,1,100,800
61,L9003,456,382,270,67.05,12.1,811.305,AAC00030,800,850,0,0,0,498,398,1,1,152,800
62,C12043,95,312,270,40.35,20.25,817.0875,AAG00051,800,850,0,0,0,498,398,1,1,31,800
63,C12022,425,231,90,42.45,20,849,AAN00057,800,850,0,0,0,498,398,1,1,142,800
64,U12003,164,3,90,48.719,17.125,834.312875,AAV00056,800,850,0,0,0,498,398,1,2,54,800
65,L9003,314,370,270,67.05,12.1,811.305,AAC00030,800,850,0,0,0,498,398,1,1,151,800
66,C12022,435,58,90,42.45,20,849,AAN00057,800,850,0,0,0,498,398,1,2,145,800
67,C13063,285,32,180,22.7,36.8,835.36,AAS00021,800,850,0,0,0,498,398,1,2,95,800
68,C12022,303,380,90,42.45,20,849,AAN00057,800,850,0,0,0,498,398,1,1,141,800
69,L9003,41,81,270,67.05,12.1,811.305,AAC00030,800,850,0,0,0,498,398,1,2,13,800
70,C13061,249,25,180,25.25,31.9,805.475,AAP00019,800,850,0,0,0,499,398,1,2,81,800
71,C12033,326,199,90,41.45,19.95,826.9275,AAX00063,800,850,0,0,0,499,399,1,2,109,800
72,IC12000,81,321,90,44.15,18.2,803.53,AAB00025,800,850,0,0,0,499,399,1,1,99,800
73,C13063,11,152,180,22.7,36.8,835.36,AAS00021,800,850,0,0,0,499,399,1,2,94,800
74,U12003,379,15,90,48.719,17.125,834.312875,AAV00056,800,850,0,0,0,499,399,1,2,53,800
75,C12012,466,203,180,37.8,21.4,808.92,AAL00015,800,850,0,0,0,499,399,1,1,155,800
76,D9003,359,2,90,58.9,14.35,845.215,AAV00040,800,850,0,0,0,499,399,1,2,120,800
77,C13061,430,383,180,25.25,31.9,805.475,AAP00019,800,850,0,0,0,499,399,1,1,118,800
78,C12043,14,369,270,40.35,20.25,817.0875,AAG00051,800,850,0,0,0,499,399,1,1,30,800
79,C13061,7,166,180,25.25,31.9,805.475,AAP00019,800,850,0,0,0,499,399,1,2,81,800
80,C12080,223,389,90,30.75,26.45,813.3375,AAE00009,800,850,0,0,0,499,399,1,1,74,800
81,R12006,498,119,0,53.45,16.65,889.9425,AAR00047,850,900,0,0,0,498,398,1,2,167,850
82,C12063,385,137,90,40.35,22.05,889.7175,AAA00046,850,900,0,0,0,498,398,1,2,129,850
83,C12077,204,73,180,30.15,28.2,850.23,AAD00008,850,900,0,0,0,498,398,1,2,68,850
84,C13062,197,155,180,22.7,38.75,879.625,AAR00020,850,900,0,0,0,498,398,1,2,66,850
85,C12058,124,394,0,47.45,18.15,861.2175,AAU00062,850,900,0,0,0,498,398,1,1,41,850
86,C12077,152,381,180,30.15,28.2,850.23,AAD00008,850,900,0,0,0,498,398,1,1,50,850
87,R12006,408,394,0,53.45,16.65,889.9425,AAR00047,850,900,0,0,0,498,398,1,1,136,850
88,CN14002,256,39,0,6.865,128.7,883.5255,AAK00032,850,900,0,0,0,498,398,1,2,85,850
89,C12058,203,18,0,47.45,18.15,861.2175,AAU00062,850,900,0,0,0,499,399,1,2,67,850
90,C12077,147,101,180,30.15,28.2,850.23,AAD00008,850,900,0,0,0,499,399,1,2,67,850
91,C12060,444,229,90,39.35,22.05,867.6675,AAX00064,850,900,0,0,0,499,399,1,1,148,850
92,C12077,96,130,180,30.15,28.2,850.23,AAD00008,850,900,0,0,0,499,399,1,2,67,850
93,R12006,331,72,0,53.45,16.65,889.9425,AAR00047,850,900,0,0,0,499,399,1,2,166,850
94,C12063,203,157,90,40.35,22.05,889.7175,AAA00046,850,900,0,0,0,499,399,1,2,129,850
95,C12055,113,188,0,41.75,21.75,908.0625,AAP00059,900,950,0,0,0,460,378,1,2,41,900
96,C12085,437,23,90,33.85,27.55,932.5675,AAG00011,900,950,0,0,0,498,398,1,2,146,900
97,C12026,350,298,180,53.45,17.65,943.3925,AAY00024,900,950,0,0,0,498,398,1,1,117,900
98,R13045,146,235,90,26,35.4,920.4,AAY00053,900,950,0,0,0,498,398,1,1,48,900
99,C12017,419,180,90,49.2,18.55,912.66,AAL00055,900,950,0,0,0,498,398,1,2,140,900
100,C12054,51,292,0,47.45,19.15,908.6675,AAN00058,900,950,0,0,0,499,399,1,1,17,900
101,C12017,350,240,90,49.2,18.55,912.66,AAL00055,900,950,0,0,0,499,399,1,1,117,900
102,R12008,290,129,0,51.65,17.65,911.6225,AAU00049,900,950,0,0,0,499,399,1,2,97,900
103,FL12000,136,59,180,32.525,28.5,926.9625,AAZ00043,900,950,0,0,0,499,399,1,2,45,900
104,C12049,301,41,0,43.55,21.75,947.2125,AAM00057,900,950,0,0,0,499,399,1,2,100,900
105,C12017,101,313,90,49.2,18.55,912.66,AAL00055,900,950,0,0,0,499,399,1,1,117,900
106,C12026,202,383,180,53.45,17.65,943.3925,AAY00024,900,950,0,0,0,499,399,1,1,116,900
107,C12002,88,171,0,47.45,20.2,958.49,AAI00052,950,1000,0,0,0,498,398,1,2,29,950
108,TU16004,439,83,270,36.4,26.7,971.88,AAP00052,950,1000,0,0,0,498,398,1,2,147,950
109,TU16004,48,10,270,36.4,26.7,971.88,AAP00052,950,1000,0,0,0,498,398,1,2,147,950
110,CN14001,400,226,0,6.865,140.2,962.473,AAJ00031,950,1000,0,0,0,499,399,1,1,133,950
111,C12002,9,201,0,47.45,20.2,958.49,AAI00052,950,1000,0,0,0,499,399,1,1,3,950
112,C12064,334,125,90,42,23.6,991.2,AAB00047,950,1000,0,0,0,499,399,1,2,111,950
113,L12009,355,182,270,33.85,28.75,973.1875,AAV00042,950,1000,0,0,0,499,399,1,2,118,950
114,R13044,391,273,270,26,40.1,1042.6,AAX00052,1000,1050,0,0,0,498,398,1,1,131,1000
115,C12048,64,367,90,44.15,23.6,1041.94,AAL00056,1000,1050,0,0,0,498,398,1,1,19,1000
116,C12048,176,347,90,44.15,23.6,1041.94,AAL00056,1000,1050,0,0,0,498,398,1,1,19,1000
117,U12001,319,49,0,45.225,22.769,1029.728025,AAS00054,1000,1050,0,0,0,498,398,1,2,106,1000
118,C12047,206,161,90,43.15,23.6,1018.34,AAK00055,1000,1050,0,0,0,499,398,1,2,68,1000
119,U12001,421,182,0,45.225,22.769,1029.728025,AAS00054,1000,1050,0,0,0,499,398,1,2,106,1000
120,C9035,370,142,0,72.25,14.4,1040.4,AAS00037,1000,1050,0,0,0,499,399,1,2,123,1000
121,U12001,167,198,0,45.225,22.769,1029.728025,AAS00054,1000,1050,0,0,0,499,399,1,2,106,1000
122,C12016,305,154,270,42.45,24.8,1052.76,AAP00018,1050,1100,0,0,0,498,398,1,2,102,1050
123,C12018,374,216,90,52.6,20.7,1088.82,AAR00019,1050,1100,0,0,0,499,399,1,1,125,1050
124,C12020,289,358,90,50.35,21.35,1074.9725,AAU00021,1050,1100,0,0,0,499,399,1,1,96,1050
125,C12020,183,45,90,50.35,21.35,1074.9725,AAU00021,1050,1100,0,0,0,499,399,1,2,61,1050
126,C1030,61,244,270,21,50.7,1064.7,AAS00057,1050,1100,0,0,0,499,399,1,1,18,1050
127,FL13000,441,383,180,30.45,37.75,1149.4875,AAB00024,1100,1150,0,0,0,498,398,1,1,147,1100
128,C12021,19,305,0,50.3,22.5,1131.75,AAM00056,1100,1150,0,0,0,498,398,1,1,6,1100
129,C1028,386,192,0,21.05,52.65,1108.2825,AAP00055,1100,1150,0,0,0,498,398,1,2,127,1100
130,C1029,68,21,0,21.05,53.65,1129.3325,AAR00056,1100,1150,0,0,0,498,398,1,2,22,1100
131,C12065,280,387,270,45.45,24.8,1127.16,AAC00007,1100,1150,0,0,0,498,398,1,1,93,1100
132,C12065,95,235,270,45.45,24.8,1127.16,AAC00007,1100,1150,0,0,0,499,398,1,1,92,1100
133,C1029,350,94,0,21.05,53.65,1129.3325,AAR00056,1100,1150,0,0,0,499,399,1,2,21,1100
134,C12021,406,91,0,50.3,22.5,1131.75,AAM00056,1100,1150,0,0,0,499,399,1,2,135,1100
135,C12065,186,274,270,45.45,24.8,1127.16,AAC00007,1100,1150,0,0,0,499,399,1,1,92,1100
136,C11093,25,96,180,30.7,37.775,1159.6925,AAG00050,1150,1200,0,0,0,498,398,1,2,8,1150
137,C11093,52,265,180,30.7,37.775,1159.6925,AAG00050,1150,1200,0,0,0,498,398,1,1,17,1150
138,C11093,366,345,180,30.7,37.775,1159.6925,AAG00050,1150,1200,0,0,0,499,399,1,1,17,1150
139,C12023,68,132,180,47.75,24.625,1175.84375,AAV00022,1150,1200,0,0,0,499,399,1,2,22,1150
140,C1031,318,110,180,24.85,49.4,1227.59,AAU00058,1200,1250,0,0,0,498,398,1,2,104,1200
141,C1031,329,20,180,24.85,49.4,1227.59,AAU00058,1200,1250,0,0,0,498,398,1,2,104,1200
142,C12032,138,380,270,49.7,24.8,1232.56,AAA00005,1200,1250,0,0,0,499,399,1,1,46,1200
143,C12032,450,365,270,49.7,24.8,1232.56,AAA00005,1200,1250,0,0,0,499,399,1,1,45,1200
144,L12011,303,340,180,51.95,24.3,1262.385,AAX00043,1250,1300,0,0,0,498,398,1,1,101,1250
145,C12028,318,29,90,47.55,26.65,1267.2075,AAS00060,1250,1300,0,0,0,499,399,1,2,107,1250
146,C12028,193,333,90,47.55,26.65,1267.2075,AAS00060,1250,1300,0,0,0,499,399,1,1,64,1250
147,D13001,151,8,180,36,36.75,1323,AAS00038,1300,1350,0,0,0,498,398,1,2,50,1300
148,R9041,115,25,90,77.5,16.85,1305.875,AAX00056,1300,1350,0,0,0,498,398,1,2,38,1300
149,R9041,471,165,90,77.5,16.85,1305.875,AAX00056,1300,1350,0,0,0,498,398,1,2,37,1300
150,D13001,173,385,180,36,36.75,1323,AAS00038,1300,1350,0,0,0,499,399,1,1,57,1300
151,D13001,435,286,180,36,36.75,1323,AAS00038,1300,1350,0,0,0,499,399,1,1,56,1300
152,C11094,484,275,270,33.15,41.45,1374.0675,AAH00051,1350,1400,0,0,0,498,398,1,1,162,1350
153,C11094,156,265,270,33.15,41.45,1374.0675,AAH00051,1350,1400,0,0,0,498,398,1,1,161,1350
154,C10049,134,167,180,13.475,103.6,1396.01,AAC00043,1350,1400,0,0,0,499,399,1,2,45,1350
155,R13010,228,378,90,45.2,30.8,1392.16,AAB00034,1350,1400,0,0,0,499,399,1,1,76,1350
156,R13010,178,392,90,45.2,30.8,1392.16,AAB00034,1350,1400,0,0,0,499,399,1,1,75,1350
157,C10049,390,69,180,13.475,103.6,1396.01,AAC00043,1350,1400,0,0,0,499,399,1,2,45,1350
158,R13009,20,213,90,46.2,30.8,1422.96,AAA00033,1400,1450,0,0,0,498,398,1,1,6,1400
159,R13018,309,195,90,62.45,22.8,1423.86,AAI00041,1400,1450,0,0,0,498,398,1,2,103,1400
160,R13017,459,164,90,61.45,22.8,1401.06,AAH00040,1400,1450,0,0,0,498,398,1,2,153,1400
161,R13006,261,202,90,44.05,32.55,1433.8275,AAX00051,1400,1450,0,0,0,499,399,1,1,87,1400
162,R13006,479,69,90,44.05,32.55,1433.8275,AAX00051,1400,1450,0,0,0,499,399,1,2,160,1400
163,C1084,206,105,180,24.7,58.1,1435.07,AAF00047,1400,1450,0,0,0,499,399,1,2,69,1400
164,C1085,368,160,180,25.25,55.625,1404.53125,AAG00048,1400,1450,0,0,0,499,399,1,2,123,1400
165,R13021,52,72,90,65.45,22.8,1492.26,AAK00043,1450,1500,0,0,0,498,398,1,2,17,1450
166,R13021,21,319,90,65.45,22.8,1492.26,AAK00043,1450,1500,0,0,0,499,399,1,1,7,1450
167,R13029,401,52,270,44.05,34.35,1513.1175,AAM00045,1500,1550,0,0,0,498,398,1,2,134,1500
168,R13007,191,181,90,50.2,30.8,1546.16,AAY00052,1500,1550,0,0,0,498,398,1,2,64,1500
169,R13101,456,151,90,66.45,22.8,1515.06,AAJ00044,1500,1550,0,0,0,498,398,1,2,152,1500
170,R13007,215,282,90,50.2,30.8,1546.16,AAY00052,1500,1550,0,0,0,498,398,1,1,72,1500
171,C1083,405,263,180,24.7,61.2,1511.64,AAE00046,1500,1550,0,0,0,498,398,1,1,133,1500
172,R13029,409,77,270,44.05,34.35,1513.1175,AAM00045,1500,1550,0,0,0,498,398,1,2,133,1500
173,R13008,308,315,90,49.2,30.8,1515.36,AAZ00053,1500,1550,0,0,0,498,398,1,1,103,1500
174,C1083,465,155,180,24.7,61.2,1511.64,AAE00046,1500,1550,0,0,0,499,399,1,2,155,1500
175,R13008,382,188,90,49.2,30.8,1515.36,AAZ00053,1500,1550,0,0,0,499,399,1,2,127,1500
176,R13101,100,94,90,66.45,22.8,1515.06,AAJ00044,1500,1550,0,0,0,499,399,2,2,32,1550
177,R13033,90,179,180,60.7,26.25,1593.375,AAR00048,1550,1600,0,0,0,498,398,2,2,29,1550
178,R13032,108,369,90,63.95,24.6,1573.17,AAP00047,1550,1600,0,0,0,498,398,2,1,35,1550
179,R13033,157,269,180,60.7,26.25,1593.375,AAR00048,1550,1600,0,0,0,498,398,2,1,51,1550
180,C11004,181,374,0,21.7,72.65,1576.505,AAA00043,1550,1600,0,0,0,499,399,2,1,59,1550
181,R13107,20,183,90,51.2,30.8,1576.96,AAN00048,1550,1600,0,0,0,499,399,2,2,6,1550
182,R13032,448,21,90,63.95,24.6,1573.17,AAP00047,1550,1600,0,0,0,499,399,2,2,146,1550
183,R13096,55,149,270,70.45,22.8,1606.26,AAE00039,1600,1650,0,0,0,498,398,2,2,18,1600
184,R13096,403,22,270,70.45,22.8,1606.26,AAE00039,1600,1650,0,0,0,498,398,2,2,17,1600
185,C11077,210,25,180,14.6,112.05,1635.93,AAY00063,1600,1650,0,0,0,499,399,2,2,68,1600
186,R13092,380,72,270,71.45,22.8,1629.06,AAA00035,1600,1650,0,0,0,499,399,2,2,124,1600
187,C11000,170,381,180,39.15,41.5,1624.725,AAV00060,1600,1650,0,0,0,499,399,2,1,55,1600
188,C13056,56,380,180,60.7,27.85,1690.495,AAK00015,1650,1700,0,0,0,499,398,2,1,18,1650
189,C13056,119,339,180,60.7,27.85,1690.495,AAK00015,1650,1700,0,0,0,499,399,2,1,17,1650
190,R13041,111,328,90,68.95,24.6,1696.17,AAU00050,1650,1700,0,0,0,499,399,2,1,36,1650
191,R13041,267,355,90,68.95,24.6,1696.17,AAU00050,1650,1700,0,0,0,499,399,2,1,35,1650
192,C1086,399,149,0,29.4,56.8,1669.92,AAH00049,1650,1700,0,0,0,499,399,2,2,130,1650
193,R13043,278,191,90,67.95,24.6,1671.57,AAV00051,1650,1700,0,0,0,499,399,2,2,90,1650
194,R13041,268,161,90,68.95,24.6,1696.17,AAU00050,1650,1700,0,0,0,499,399,2,2,87,1650
195,C1086,229,91,0,29.4,56.8,1669.92,AAH00049,1650,1700,0,0,0,499,399,2,2,129,1650
196,C11078,135,341,180,14.6,116.75,1704.55,AAZ00064,1700,1750,0,0,0,498,398,2,1,44,1700
197,R13098,494,44,90,70.95,24.6,1745.37,AAG00041,1700,1750,0,0,0,498,398,2,2,161,1700
198,R13093,88,10,90,69.95,24.6,1720.77,AAB00036,1700,1750,0,0,0,499,398,2,2,28,1700
199,R13098,28,89,90,70.95,24.6,1745.37,AAG00041,1700,1750,0,0,0,499,399,2,2,160,1700
200,R13098,477,16,90,70.95,24.6,1745.37,AAG00041,1700,1750,0,0,0,499,399,2,2,160,1700
201,R13093,417,85,90,69.95,24.6,1720.77,AAB00036,1700,1750,0,0,0,499,399,2,2,27,1700
202,R13098,493,398,90,70.95,24.6,1745.37,AAG00041,1700,1750,0,0,0,499,399,2,1,161,1700
203,R13097,25,242,270,71.95,24.6,1769.97,AAF00040,1750,1800,0,0,0,460,378,2,1,8,1750
204,C1087,359,313,0,29.4,59.9,1761.06,AAI00050,1750,1800,0,0,0,498,398,2,1,117,1750
205,C13057,387,67,180,60.7,28.85,1751.195,AAL00016,1750,1800,0,0,0,499,399,2,2,126,1750
206,C1087,472,314,0,29.4,59.9,1761.06,AAI00050,1750,1800,0,0,0,499,399,2,1,116,1750
207,R13023,165,70,270,44.3,41.35,1831.805,AAL00044,1800,1850,0,0,0,498,398,2,2,54,1800
208,R15037,306,229,0,26.35,69.4,1828.69,AAE00040,1800,1850,0,0,0,498,398,2,1,100,1800
209,C10044,146,100,180,14.925,121.8,1817.865,AAX00059,1800,1850,0,0,0,498,398,2,2,47,1800
210,R13023,83,272,270,44.3,41.35,1831.805,AAL00044,1800,1850,0,0,0,498,398,2,1,27,1800
211,R13023,96,104,270,44.3,41.35,1831.805,AAL00044,1800,1850,0,0,0,499,398,2,2,53,1800
212,C10044,272,318,180,14.925,121.8,1817.865,AAX00059,1800,1850,0,0,0,499,398,2,1,88,1800
213,C10044,279,148,180,14.925,121.8,1817.865,AAX00059,1800,1850,0,0,0,499,399,2,2,46,1800
214,C11005,475,30,180,26.4,70,1848,AAB00044,1800,1850,0,0,0,499,399,2,2,155,1800
215,C1089,366,317,180,28.75,65.1,1871.625,AAK00052,1850,1900,0,0,0,494,398,2,1,120,1850
216,U13002,157,156,0,69.525,27.195,1890.732375,AAZ00059,1850,1900,0,0,0,498,398,2,2,51,1850
217,C1089,418,128,180,28.75,65.1,1871.625,AAK00052,1850,1900,0,0,0,499,399,2,2,136,1850
218,R15041,112,38,0,26.8,71.55,1917.54,AAH00043,1900,1950,0,0,0,498,398,2,2,36,1900
219,C11002,329,276,0,38.675,49.8,1926.015,AAY00062,1900,1950,0,0,0,498,398,2,1,107,1900
220,C11002,75,294,0,38.675,49.8,1926.015,AAY00062,1900,1950,0,0,0,499,399,2,1,106,1900
221,C13001,75,35,180,70.8,27.3,1932.84,AAG00052,1900,1950,0,0,0,499,399,2,2,24,1900
222,C11002,91,123,0,38.675,49.8,1926.015,AAY00062,1900,1950,0,0,0,499,399,2,2,29,1900
223,C13002,82,63,180,62.45,31.05,1939.0725,AAH00053,1900,1950,0,0,0,499,399,2,2,26,1900
224,R15041,151,218,0,26.8,71.55,1917.54,AAH00043,1900,1950,0,0,0,499,399,2,1,49,1900
225,U13001,309,244,90,62.895,30.675,1929.304125,AAY00058,1900,1950,0,0,0,499,399,2,1,100,1900
226,TU16003,326,306,270,42.015,47.285,1986.679275,AAN00051,1950,2000,0,0,0,498,398,2,1,106,1950
227,C13041,60,272,270,44.75,44.15,1975.7125,AAH00012,1950,2000,0,0,0,498,398,2,1,19,1950
228,R13054,261,320,180,60.2,32.8,1974.56,AAE00038,1950,2000,0,0,0,498,398,2,1,85,1950
229,C13041,243,322,270,44.75,44.15,1975.7125,AAH00012,1950,2000,0,0,0,499,399,2,1,18,1950
230,C15186,394,332,270,28.65,69.6,1994.04,AAV00024,1950,2000,0,0,0,499,399,2,1,128,1950
231,TU16003,3,31,270,42.015,47.285,1986.679275,AAN00051,1950,2000,0,0,0,499,399,2,2,1,1950
232,R13013,331,130,270,48.05,41.4,1989.27,AAD00036,1950,2000,0,0,0,499,399,2,2,108,1950
233,R15040,50,394,180,26.8,73.5,1969.8,AAG00042,1950,2000,0,0,0,499,399,2,1,16,1950
234,R13055,338,341,180,60.2,33.8,2034.76,AAF00039,2000,2050,0,0,0,498,398,2,1,110,2000
235,R13055,152,190,180,60.2,33.8,2034.76,AAF00039,2000,2050,0,0,0,499,399,2,2,49,2000
236,R13055,437,210,180,60.2,33.8,2034.76,AAF00039,2000,2050,0,0,0,499,399,2,1,109,2000
237,X13000,436,9,0,47.5,44.15,2097.125,AAD00042,2050,2100,0,0,0,498,398,2,2,142,2050
238,C11086,48,199,90,21.725,95.075,2065.504375,AAF00049,2050,2100,0,0,0,498,398,2,2,15,2050
239,C11086,440,350,90,21.725,95.075,2065.504375,AAF00049,2050,2100,0,0,0,498,398,2,1,144,2050
240,C11086,492,13,90,21.725,95.075,2065.504375,AAF00049,2050,2100,0,0,0,498,398,2,2,14,2050
241,X13000,465,322,0,47.5,44.15,2097.125,AAD00042,2050,2100,0,0,0,498,398,2,1,152,2050
242,C11086,418,55,90,21.725,95.075,2065.504375,AAF00049,2050,2100,0,0,0,499,398,2,2,14,2050
243,R13052,21,336,180,60.2,34.8,2094.96,AAC00036,2050,2100,0,0,0,499,399,2,1,6,2050
244,C11086,58,30,90,21.725,95.075,2065.504375,AAF00049,2050,2100,0,0,0,499,399,2,2,14,2050
245,R13052,193,43,180,60.2,34.8,2094.96,AAC00036,2050,2100,0,0,0,499,399,2,2,63,2050
246,IC13000,241,233,90,67.95,32.25,2191.3875,AAC00026,2150,2200,0,0,0,498,398,2,1,78,2150
247,C10003,191,94,0,24.3,88.6,2152.98,AAM00051,2150,2200,0,0,0,498,398,2,2,62,2150
248,C10003,342,67,0,24.3,88.6,2152.98,AAM00051,2150,2200,0,0,0,498,398,2,2,61,2150
249,C11008,147,176,270,41.9,52.4,2195.56,AAE00047,2150,2200,0,0,0,499,399,2,2,48,2150
