No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Part_Size,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y,Machine No,Table,FeederNum,Nozzle_Using
121,C12048,24,145,90,44.15,23.6,1041.94,AAL00056,1000,1050,0,0,0,499,398,1,2,7,1000
122,CN14000,329,165,0,6.865,151.7,1041.4205,AAC00003,1000,1050,0,0,0,499,399,1,2,108,1000
123,C12014,348,304,270,43.45,24.8,1077.56,AAM00016,1050,1100,0,0,0,499,398,1,1,115,1050
124,C12018,225,263,90,52.6,20.7,1088.82,AAR00019,1050,1100,0,0,0,499,398,1,1,73,1050
125,C1030,21,135,270,21,50.7,1064.7,AAS00057,1050,1100,0,0,0,499,398,1,2,6,1050
126,C12018,382,162,90,52.6,20.7,1088.82,AAR00019,1050,1100,0,0,0,499,398,1,2,125,1050
127,C13060,172,162,0,25.25,43.4,1095.85,AAN00018,1050,1100,0,0,0,499,398,1,2,56,1050
128,C12016,436,248,270,42.45,24.8,1052.76,AAP00018,1050,1100,0,0,0,499,399,1,1,143,1050
129,C12016,382,3,270,42.45,24.8,1052.76,AAP00018,1050,1100,0,0,0,499,399,1,2,123,1050
130,C1028,43,346,0,21.05,52.65,1108.2825,AAP00055,1100,1150,0,0,0,499,398,1,1,14,1100
131,C12021,77,8,0,50.3,22.5,1131.75,AAM00056,1100,1150,0,0,0,499,398,1,2,25,1100
132,C12065,459,205,270,45.45,24.8,1127.16,AAC00007,1100,1150,0,0,0,499,398,1,1,150,1100
133,C1028,83,238,0,21.05,52.65,1108.2825,AAP00055,1100,1150,0,0,0,499,398,1,1,13,1100
134,C12015,233,178,270,44.45,24.8,1102.36,AAN00017,1100,1150,0,0,0,499,399,1,2,74,1100
135,C1029,316,178,0,21.05,53.65,1129.3325,AAR00056,1100,1150,0,0,0,499,399,1,2,103,1100
136,C12021,260,253,0,50.3,22.5,1131.75,AAM00056,1100,1150,0,0,0,499,399,1,1,85,1100
137,C12021,477,245,0,50.3,22.5,1131.75,AAM00056,1100,1150,0,0,0,499,399,1,1,84,1100
138,C12065,474,106,270,45.45,24.8,1127.16,AAC00007,1100,1150,0,0,0,499,399,1,2,155,1100
139,FL13000,248,95,180,30.45,37.75,1149.4875,AAB00024,1100,1150,0,0,0,499,399,1,2,81,1100
140,R1035,265,67,270,21.45,54.1,1160.445,AAY00050,1150,1200,0,0,0,499,397,1,2,87,1150
141,C12023,179,286,180,47.75,24.625,1175.84375,AAV00022,1150,1200,0,0,0,499,397,1,1,56,1150
142,C11093,72,27,180,30.7,37.775,1159.6925,AAG00050,1150,1200,0,0,0,499,399,1,2,23,1150
143,C12028,240,228,90,47.55,26.65,1267.2075,AAS00060,1250,1300,0,0,0,499,397,1,1,78,1250
144,C12028,221,105,90,47.55,26.65,1267.2075,AAS00060,1250,1300,0,0,0,499,398,1,2,72,1250
145,L12011,101,229,180,51.95,24.3,1262.385,AAX00043,1250,1300,0,0,0,499,399,1,1,33,1250
146,C12028,89,169,90,47.55,26.65,1267.2075,AAS00060,1250,1300,0,0,0,499,399,1,2,72,1250
147,D13001,74,303,180,36,36.75,1323,AAS00038,1300,1350,0,0,0,499,398,1,1,25,1300
148,D13001,123,184,180,36,36.75,1323,AAS00038,1300,1350,0,0,0,499,398,1,2,40,1300
149,R9041,243,223,90,77.5,16.85,1305.875,AAX00056,1300,1350,0,0,0,499,398,1,1,79,1300
150,D13001,63,110,180,36,36.75,1323,AAS00038,1300,1350,0,0,0,499,399,1,2,39,1300
151,R9041,144,287,90,77.5,16.85,1305.875,AAX00056,1300,1350,0,0,0,499,399,1,1,78,1300
152,D13000,335,218,180,36,38.75,1395,AAR00037,1350,1400,0,0,0,499,397,1,1,110,1350
153,D13000,204,328,180,36,38.75,1395,AAR00037,1350,1400,0,0,0,499,397,1,1,109,1350
154,D13000,3,69,180,36,38.75,1395,AAR00037,1350,1400,0,0,0,499,398,1,2,1,1350
155,R13010,414,125,90,45.2,30.8,1392.16,AAB00034,1350,1400,0,0,0,499,399,1,2,136,1350
156,R13018,171,393,90,62.45,22.8,1423.86,AAI00041,1400,1450,0,0,0,499,398,1,1,56,1400
157,C1085,163,375,180,25.25,55.625,1404.53125,AAG00048,1400,1450,0,0,0,499,398,1,1,53,1400
158,C1084,282,261,180,24.7,58.1,1435.07,AAF00047,1400,1450,0,0,0,499,398,1,1,92,1400
159,R13014,26,152,270,47.2,30.8,1453.76,AAE00037,1450,1500,0,0,0,499,398,1,2,8,1450
160,R13015,219,187,270,48.2,30.8,1484.56,AAF00038,1450,1500,0,0,0,499,399,1,2,71,1450
161,R13030,318,50,90,62.95,24.6,1548.57,AAN00046,1500,1550,0,0,0,465,397,1,2,112,1500
162,R13101,180,330,90,66.45,22.8,1515.06,AAJ00044,1500,1550,0,0,0,499,397,1,1,60,1500
163,C11004,415,299,0,21.7,72.65,1576.505,AAA00043,1550,1600,0,0,0,499,398,1,1,136,1550
164,R13033,296,110,180,60.7,26.25,1593.375,AAR00048,1550,1600,0,0,0,499,398,1,2,97,1550
165,C11004,143,89,0,21.7,72.65,1576.505,AAA00043,1550,1600,0,0,0,499,399,1,2,46,1550
166,C11004,10,278,0,21.7,72.65,1576.505,AAA00043,1550,1600,0,0,0,499,399,1,1,135,1550
167,C11000,114,91,180,39.15,41.5,1624.725,AAV00060,1600,1650,0,0,0,499,397,1,2,37,1600
168,C11077,178,214,180,14.6,112.05,1635.93,AAY00063,1600,1650,0,0,0,499,398,1,1,54,1600
169,C11000,162,184,180,39.15,41.5,1624.725,AAV00060,1600,1650,0,0,0,499,399,1,2,36,1600
170,R15042,214,167,0,23.75,68.45,1625.6875,AAI00044,1600,1650,0,0,0,499,399,1,2,70,1600
171,C11077,267,26,180,14.6,112.05,1635.93,AAY00063,1600,1650,0,0,0,499,399,1,2,87,1600
172,R13043,125,290,90,67.95,24.6,1671.57,AAV00051,1650,1700,0,0,0,465,397,1,1,41,1650
173,C1086,277,152,0,29.4,56.8,1669.92,AAH00049,1650,1700,0,0,0,499,397,1,2,91,1650
174,R13073,79,127,0,74.85,22.2,1661.67,AAP00048,1650,1700,0,0,0,499,397,1,2,25,1650
175,C1086,400,30,0,29.4,56.8,1669.92,AAH00049,1650,1700,0,0,0,499,399,1,2,90,1650
176,R13073,52,194,0,74.85,22.2,1661.67,AAP00048,1650,1700,0,0,0,499,399,1,2,25,1650
177,R13041,270,322,90,68.95,24.6,1696.17,AAU00050,1650,1700,0,0,0,499,399,1,1,88,1650
178,R13073,263,54,0,74.85,22.2,1661.67,AAP00048,1650,1700,0,0,0,499,399,1,2,25,1650
179,ZD11003,300,175,90,23.1,72.55,1675.905,AAK00049,1650,1700,0,0,0,499,399,1,2,98,1650
180,R13043,397,93,90,67.95,24.6,1671.57,AAV00051,1650,1700,0,0,0,499,399,1,2,130,1650
181,ZD11003,196,34,90,23.1,72.55,1675.905,AAK00049,1650,1700,0,0,0,499,399,1,2,98,1650
182,R13098,369,224,90,70.95,24.6,1745.37,AAG00041,1700,1750,0,0,0,499,397,1,1,121,1700
183,R13098,241,188,90,70.95,24.6,1745.37,AAG00041,1700,1750,0,0,0,499,398,1,2,79,1700
184,R13093,310,103,90,69.95,24.6,1720.77,AAB00036,1700,1750,0,0,0,499,399,1,2,101,1700
185,R13097,409,120,270,71.95,24.6,1769.97,AAF00040,1750,1800,0,0,0,499,397,1,2,134,1750
186,C13057,264,55,180,60.7,28.85,1751.195,AAL00016,1750,1800,0,0,0,499,398,1,2,86,1750
187,C13057,299,65,180,60.7,28.85,1751.195,AAL00016,1750,1800,0,0,0,499,399,1,2,85,1750
188,C10044,225,63,180,14.925,121.8,1817.865,AAX00059,1800,1850,0,0,0,499,397,2,2,81,1800
189,R15037,251,248,0,26.35,69.4,1828.69,AAE00040,1800,1850,0,0,0,499,398,2,1,90,1800
190,C10044,338,9,180,14.925,121.8,1817.865,AAX00059,1800,1850,0,0,0,499,398,2,2,80,1800
191,C10044,360,40,180,14.925,121.8,1817.865,AAX00059,1800,1850,0,0,0,499,398,2,2,80,1800
192,R15037,267,249,0,26.35,69.4,1828.69,AAE00040,1800,1850,0,0,0,499,399,2,1,89,1800
193,C10044,498,316,180,14.925,121.8,1817.865,AAX00059,1800,1850,0,0,0,499,399,2,1,179,1800
194,C1088,247,376,0,29.4,63,1852.2,AAJ00051,1850,1900,0,0,0,499,397,2,1,89,1850
195,C1088,291,358,0,29.4,63,1852.2,AAJ00051,1850,1900,0,0,0,499,398,2,1,88,1850
196,R15041,365,163,0,26.8,71.55,1917.54,AAH00043,1900,1950,0,0,0,499,398,2,2,131,1900
197,R13061,299,43,0,60.2,31.8,1914.36,AAJ00043,1900,1950,0,0,0,499,398,2,2,107,1900
198,C11002,396,69,0,38.675,49.8,1926.015,AAY00062,1900,1950,0,0,0,499,398,2,2,142,1900
199,C11002,31,60,0,38.675,49.8,1926.015,AAY00062,1900,1950,0,0,0,499,398,2,2,141,1900
200,R15041,239,94,0,26.8,71.55,1917.54,AAH00043,1900,1950,0,0,0,499,398,2,2,130,1900
201,U13001,243,253,90,62.895,30.675,1929.304125,AAY00058,1900,1950,0,0,0,499,399,2,1,87,1900
202,C13002,484,273,180,62.45,31.05,1939.0725,AAH00053,1900,1950,0,0,0,499,399,2,1,174,1900
203,C13001,313,41,180,70.8,27.3,1932.84,AAG00052,1900,1950,0,0,0,499,399,2,2,112,1900
204,C11002,298,163,0,38.675,49.8,1926.015,AAY00062,1900,1950,0,0,0,499,399,2,2,141,1900
205,C11002,242,304,0,38.675,49.8,1926.015,AAY00062,1900,1950,0,0,0,499,399,2,1,87,1900
206,C13041,462,204,270,44.75,44.15,1975.7125,AAH00012,1950,2000,0,0,0,499,397,2,1,166,1950
207,TU16003,195,52,270,42.015,47.285,1986.679275,AAN00051,1950,2000,0,0,0,499,397,2,2,70,1950
208,R13054,127,95,180,60.2,32.8,1974.56,AAE00038,1950,2000,0,0,0,499,397,2,2,45,1950
209,R13054,158,234,180,60.2,32.8,1974.56,AAE00038,1950,2000,0,0,0,499,398,2,1,56,1950
210,TU16003,429,150,270,42.015,47.285,1986.679275,AAN00051,1950,2000,0,0,0,499,398,2,2,69,1950
211,R13013,345,115,270,48.05,41.4,1989.27,AAD00036,1950,2000,0,0,0,499,398,2,2,124,1950
212,R13013,156,88,270,48.05,41.4,1989.27,AAD00036,1950,2000,0,0,0,499,398,2,2,123,1950
213,C15186,483,30,270,28.65,69.6,1994.04,AAV00024,1950,2000,0,0,0,499,399,2,2,174,1950
214,R15040,499,161,180,26.8,73.5,1969.8,AAG00042,1950,2000,0,0,0,499,399,2,2,180,1950
215,R13055,262,86,180,60.2,33.8,2034.76,AAF00039,2000,2050,0,0,0,499,398,2,2,94,2000
216,C11056,446,179,90,22.9,89.2,2042.68,AAR00058,2000,2050,0,0,0,499,399,2,2,160,2000
217,X13000,411,94,0,47.5,44.15,2097.125,AAD00042,2050,2100,0,0,0,499,397,2,2,148,2050
218,R13012,310,58,90,52.85,39.175,2070.39875,AAC00035,2050,2100,0,0,0,499,397,2,2,111,2050
219,C13003,127,376,180,68.75,29.9,2055.625,AAI00054,2050,2100,0,0,0,499,397,2,1,45,2050
220,C11086,19,330,90,21.725,95.075,2065.504375,AAF00049,2050,2100,0,0,0,499,398,2,1,6,2050
221,C11057,275,23,270,22.9,91,2083.9,AAS00059,2050,2100,0,0,0,499,398,2,2,99,2050
222,C11057,463,53,270,22.9,91,2083.9,AAS00059,2050,2100,0,0,0,499,398,2,2,98,2050
223,R13016,359,42,90,53.85,39.175,2109.57375,AAG00039,2100,2150,0,0,0,499,397,2,2,129,2100
224,R13016,348,241,90,53.85,39.175,2109.57375,AAG00039,2100,2150,0,0,0,499,397,2,1,125,2100
225,C11053,435,338,180,23.15,91.5,2118.225,AAV00021,2100,2150,0,0,0,499,398,2,1,156,2100
226,C13058,175,272,90,50.25,42.175,2119.29375,AAM00017,2100,2150,0,0,0,499,398,2,1,63,2100
227,C10003,420,78,0,24.3,88.6,2152.98,AAM00051,2150,2200,0,0,0,499,397,2,2,151,2150
228,C10003,229,60,0,24.3,88.6,2152.98,AAM00051,2150,2200,0,0,0,499,397,2,2,150,2150
229,C10003,344,199,0,24.3,88.6,2152.98,AAM00051,2150,2200,0,0,0,499,399,2,2,150,2150
230,R13053,419,129,180,60.2,35.8,2155.16,AAD00037,2150,2200,0,0,0,499,399,2,2,151,2150
231,R14015,405,174,270,21.55,103.15,2222.8825,AAY00055,2200,2250,0,0,0,499,397,2,2,146,2200
232,C13044,382,130,90,50.25,44.15,2218.5375,AAJ00014,2200,2250,0,0,0,499,397,2,2,137,2200
233,C11001,6,341,0,38.8,56.975,2210.63,AAX00061,2200,2250,0,0,0,499,397,2,1,2,2200
234,C13044,463,192,90,50.25,44.15,2218.5375,AAJ00014,2200,2250,0,0,0,499,398,2,2,136,2200
235,C14014,184,149,90,22.1,100.2,2214.42,AAM00018,2200,2250,0,0,0,499,398,2,2,66,2200
236,C10002,399,57,0,24.35,91.6,2230.46,AAL00050,2200,2250,0,0,0,499,398,2,2,143,2200
237,R13106,187,187,180,60.2,36.85,2218.37,AAM00047,2200,2250,0,0,0,499,399,2,2,67,2200
238,R14015,103,258,270,21.55,103.15,2222.8825,AAY00055,2200,2250,0,0,0,499,399,2,1,37,2200
239,Q13001,143,136,90,52.65,41.8,2200.77,AAE00033,2200,2250,0,0,0,499,399,2,2,51,2200
240,C13044,226,39,90,50.25,44.15,2218.5375,AAJ00014,2200,2250,0,0,0,499,399,2,2,136,2200
241,C13043,457,251,0,51.8,44.2,2289.56,AAI00013,2250,2300,0,0,0,499,397,2,1,164,2250
242,ZD11002,446,310,180,27.55,81.95,2257.7225,AAJ00048,2250,2300,0,0,0,499,398,2,1,160,2250
243,C11047,426,34,270,23.6,95.35,2250.26,AAM00015,2250,2300,0,0,0,499,398,2,2,153,2250
244,R13070,154,93,0,76.95,29.4,2262.33,AAM00046,2250,2300,0,0,0,499,398,2,2,55,2250
245,R14016,19,235,0,21.95,104.6,2295.97,AAZ00056,2250,2300,0,0,0,499,399,2,1,6,2250
246,Q13006,182,360,270,59.5,39.35,2341.325,AAF00034,2300,2350,0,0,0,499,397,2,1,65,2300
247,C11083,4,167,0,22.1,106.05,2343.705,AAC00046,2300,2350,0,0,0,499,398,2,2,1,2300
248,R14017,300,215,180,21.95,105.7,2320.115,AAA00036,2300,2350,0,0,0,499,398,2,1,108,2300
249,Q14000,170,331,180,21.55,108.75,2343.5625,AAG00035,2300,2350,0,0,0,499,398,2,1,61,2300
250,R14018,266,128,180,21.95,106.775,2343.71125,AAB00037,2300,2350,0,0,0,499,398,2,2,95,2300
251,Q13006,206,235,270,59.5,39.35,2341.325,AAF00034,2300,2350,0,0,0,499,399,2,1,64,2300
252,R14017,46,284,180,21.95,105.7,2320.115,AAA00036,2300,2350,0,0,0,499,399,2,1,107,2300
