No,Table_Qty,Feederslot_Qty,Head_Qty
1,2,150,16
2,2,161,16
3,2,164,16
4,2,166,16
No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Part_Size,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Size_X,Size_Y,Machine No,Table,FeederNum,Nozzle_Using
37,C12024,75,37,90,43.85,18.2,798.07,AAP00058,750,800,0,0,0,499,399,1,2,22,750
38,R12007,84,289,0,53.45,14.65,783.0425,AAS00048,750,800,0,0,0,499,399,1,1,25,750
39,C12045,338,104,270,38.35,20.25,776.5875,AAI00053,750,800,0,0,0,499,399,1,2,101,750
40,FL12001,109,243,270,27.9,27.65,771.435,AAA00023,750,800,0,0,0,499,399,1,1,32,750
41,U12003,44,163,90,48.719,17.125,834.312875,AAV00056,800,850,0,0,0,444,382,1,2,14,800
42,C12022,405,268,90,42.45,20,849,AAN00057,800,850,0,0,0,499,399,1,1,121,800
43,C12043,423,108,270,40.35,20.25,817.0875,AAG00051,800,850,0,0,0,499,399,1,2,127,800
44,IC12000,291,162,90,44.15,18.2,803.53,AAB00025,800,850,0,0,0,499,399,1,2,87,800
45,C12022,220,166,90,42.45,20,849,AAN00057,800,850,0,0,0,499,399,1,2,66,800
46,CN11001,245,303,270,8.743,96.096,840.167328,AAA00001,800,850,0,0,0,499,399,1,1,73,800
47,IC12000,464,208,90,44.15,18.2,803.53,AAB00025,800,850,0,0,0,499,399,1,1,139,800
48,U12003,212,101,90,48.719,17.125,834.312875,AAV00056,800,850,0,0,0,499,399,1,2,13,800
49,C12012,123,50,180,37.8,21.4,808.92,AAL00015,800,850,0,0,0,499,399,1,2,36,800
50,L9003,462,336,270,67.05,12.1,811.305,AAC00030,800,850,0,0,0,499,399,1,1,138,800
51,U12003,403,345,90,48.719,17.125,834.312875,AAV00056,800,850,0,0,0,499,399,1,1,121,800
52,R12006,139,397,0,53.45,16.65,889.9425,AAR00047,850,900,0,0,0,499,397,1,1,41,850
53,C12077,54,324,180,30.15,28.2,850.23,AAD00008,850,900,0,0,0,499,399,1,1,16,850
54,R12006,368,192,0,53.45,16.65,889.9425,AAR00047,850,900,0,0,0,499,399,1,2,110,850
55,C12063,482,85,90,40.35,22.05,889.7175,AAA00046,850,900,0,0,0,499,399,1,2,144,850
56,C12077,178,114,180,30.15,28.2,850.23,AAD00008,850,900,0,0,0,499,399,1,2,53,850
57,FL12000,125,143,180,32.525,28.5,926.9625,AAZ00043,900,950,0,0,0,497,382,1,2,37,900
58,C12049,488,157,0,43.55,21.75,947.2125,AAM00057,900,950,0,0,0,499,399,1,2,146,900
59,FL12000,194,128,180,32.525,28.5,926.9625,AAZ00043,900,950,0,0,0,499,399,1,2,36,900
60,R13045,214,380,90,26,35.4,920.4,AAY00053,900,950,0,0,0,499,399,1,1,64,900
61,C12049,170,286,0,43.55,21.75,947.2125,AAM00057,900,950,0,0,0,499,399,1,1,51,900
62,R13045,145,69,90,26,35.4,920.4,AAY00053,900,950,0,0,0,499,399,1,2,43,900
63,C12054,58,205,0,47.45,19.15,908.6675,AAN00058,900,950,0,0,0,499,399,1,1,17,900
64,C12085,474,283,90,33.85,27.55,932.5675,AAG00011,900,950,0,0,0,499,399,1,1,142,900
65,C12055,38,134,0,41.75,21.75,908.0625,AAP00059,900,950,0,0,0,499,399,1,2,11,900
66,TU16004,286,107,270,36.4,26.7,971.88,AAP00052,950,1000,0,0,0,286,107,1,1,150,950
67,L12009,384,198,270,33.85,28.75,973.1875,AAV00042,950,1000,0,0,0,499,399,1,2,115,950
68,C13067,44,366,180,22.05,44.35,977.9175,AAV00023,950,1000,0,0,0,499,399,1,1,13,950
69,C12038,141,357,90,40,23.85,954,AAB00046,950,1000,0,0,0,499,399,1,1,42,950
70,C12002,215,361,0,47.45,20.2,958.49,AAI00052,950,1000,0,0,0,499,399,1,1,62,950
71,C12064,287,96,90,42,23.6,991.2,AAB00047,950,1000,0,0,0,499,399,1,2,86,950
72,TU16004,129,376,270,36.4,26.7,971.88,AAP00052,950,1000,0,0,0,499,399,1,1,149,950
73,L12009,233,104,270,33.85,28.75,973.1875,AAV00042,950,1000,0,0,0,499,399,1,2,114,950
74,CN14001,63,294,0,6.865,140.2,962.473,AAJ00031,950,1000,0,0,0,499,399,1,1,18,950
75,TU16004,356,195,270,36.4,26.7,971.88,AAP00052,950,1000,0,0,0,499,399,1,2,107,950
76,C12029,55,249,0,49.65,21.05,1045.1325,AAU00061,1000,1050,0,0,0,499,399,1,1,14,1000
77,CN14000,390,108,0,6.865,151.7,1041.4205,AAC00003,1000,1050,0,0,0,499,399,1,2,117,1000
78,R13044,290,285,270,26,40.1,1042.6,AAX00052,1000,1050,0,0,0,499,399,1,1,87,1000
79,C12029,42,283,0,49.65,21.05,1045.1325,AAU00061,1000,1050,0,0,0,499,399,1,1,14,1000
80,CN14000,206,3,0,6.865,151.7,1041.4205,AAC00003,1000,1050,0,0,0,499,399,1,2,116,1000
81,C12029,370,314,0,49.65,21.05,1045.1325,AAU00061,1000,1050,0,0,0,499,399,1,1,14,1000
82,C12016,340,263,270,42.45,24.8,1052.76,AAP00018,1050,1100,0,0,0,499,399,1,1,102,1050
83,C12018,48,381,90,52.6,20.7,1088.82,AAR00019,1050,1100,0,0,0,499,399,1,1,14,1050
84,C12020,464,153,90,50.35,21.35,1074.9725,AAU00021,1050,1100,0,0,0,499,399,1,2,139,1050
85,C13060,491,151,0,25.25,43.4,1095.85,AAN00018,1050,1100,0,0,0,499,399,1,2,147,1050
86,C12014,471,90,270,43.45,24.8,1077.56,AAM00016,1050,1100,0,0,0,499,399,1,2,141,1050
87,C12015,475,334,270,44.45,24.8,1102.36,AAN00017,1100,1150,0,0,0,499,399,1,1,142,1100
88,C12021,55,306,0,50.3,22.5,1131.75,AAM00056,1100,1150,0,0,0,499,399,1,1,18,1100
89,C1029,78,104,0,21.05,53.65,1129.3325,AAR00056,1100,1150,0,0,0,499,399,1,2,23,1100
90,C12023,347,351,180,47.75,24.625,1175.84375,AAV00022,1150,1200,0,0,0,497,382,1,1,104,1150
91,C12023,45,76,180,47.75,24.625,1175.84375,AAV00022,1150,1200,0,0,0,499,399,1,2,13,1150
92,R1035,351,381,270,21.45,54.1,1160.445,AAY00050,1150,1200,0,0,0,499,399,1,1,105,1150
93,C12023,63,16,180,47.75,24.625,1175.84375,AAV00022,1150,1200,0,0,0,499,399,1,2,12,1150
94,C1031,141,184,180,24.85,49.4,1227.59,AAU00058,1200,1250,0,0,0,499,399,1,2,42,1200
95,C12032,175,264,270,49.7,24.8,1232.56,AAA00005,1200,1250,0,0,0,499,399,1,1,52,1200
96,L12011,389,393,180,51.95,24.3,1262.385,AAX00043,1250,1300,0,0,0,499,399,1,1,116,1250
97,R9041,3,156,90,77.5,16.85,1305.875,AAX00056,1300,1350,0,0,0,499,399,1,2,1,1300
98,D13001,299,152,180,36,36.75,1323,AAS00038,1300,1350,0,0,0,499,399,1,2,89,1300
99,D13001,270,73,180,36,36.75,1323,AAS00038,1300,1350,0,0,0,499,399,1,2,88,1300
100,R9041,279,157,90,77.5,16.85,1305.875,AAX00056,1300,1350,0,0,0,499,399,1,2,0,1300
101,C11070,151,252,90,15,93.261,1398.915,AAU00060,1350,1400,0,0,0,499,399,1,1,45,1350
102,C10049,248,141,180,13.475,103.6,1396.01,AAC00043,1350,1400,0,0,0,499,399,1,2,74,1350
103,C11070,448,219,90,15,93.261,1398.915,AAU00060,1350,1400,0,0,0,499,399,1,1,44,1350
104,C11070,38,136,90,15,93.261,1398.915,AAU00060,1350,1400,0,0,0,499,399,1,2,9,1350
105,R13010,425,101,90,45.2,30.8,1392.16,AAB00034,1350,1400,0,0,0,499,399,1,2,127,1350
106,C11094,270,55,270,33.15,41.45,1374.0675,AAH00051,1350,1400,0,0,0,499,399,1,2,81,1350
107,R13010,147,150,90,45.2,30.8,1392.16,AAB00034,1350,1400,0,0,0,499,399,1,2,127,1350
108,C11070,86,16,90,15,93.261,1398.915,AAU00060,1350,1400,0,0,0,499,399,1,2,9,1350
109,R13017,18,12,90,61.45,22.8,1401.06,AAH00040,1400,1450,0,0,0,499,399,1,2,5,1400
110,C1085,96,58,180,25.25,55.625,1404.53125,AAG00048,1400,1450,0,0,0,499,399,1,2,28,1400
111,R13017,283,169,90,61.45,22.8,1401.06,AAH00040,1400,1450,0,0,0,499,399,1,2,4,1400
112,R13021,492,86,90,65.45,22.8,1492.26,AAK00043,1450,1500,0,0,0,499,399,1,2,147,1450
113,R13014,440,70,270,47.2,30.8,1453.76,AAE00037,1450,1500,0,0,0,499,399,1,2,132,1450
114,R13021,335,112,90,65.45,22.8,1492.26,AAK00043,1450,1500,0,0,0,499,399,1,2,147,1450
115,R13014,355,33,270,47.2,30.8,1453.76,AAE00037,1450,1500,0,0,0,499,399,1,2,131,1450
116,R13008,381,136,90,49.2,30.8,1515.36,AAZ00053,1500,1550,0,0,0,499,399,1,2,114,1500
117,R13019,47,140,90,67.45,22.8,1537.86,AAJ00042,1500,1550,0,0,0,499,399,1,2,14,1500
118,R13019,332,74,90,67.45,22.8,1537.86,AAJ00042,1500,1550,0,0,0,499,399,1,2,14,1500
119,R13007,71,180,90,50.2,30.8,1546.16,AAY00052,1500,1550,0,0,0,499,399,1,2,19,1500
120,C1083,96,337,180,24.7,61.2,1511.64,AAE00046,1500,1550,0,0,0,499,399,1,1,28,1500
121,R13101,100,209,90,66.45,22.8,1515.06,AAJ00044,1500,1550,0,0,0,499,399,1,1,30,1500
122,R13008,266,125,90,49.2,30.8,1515.36,AAZ00053,1500,1550,0,0,0,499,399,1,2,113,1500
123,R13030,229,62,90,62.95,24.6,1548.57,AAN00046,1500,1550,0,0,0,499,399,1,2,68,1500
124,R13032,444,168,90,63.95,24.6,1573.17,AAP00047,1550,1600,0,0,0,444,382,1,2,150,1550
125,R13107,364,350,90,51.2,30.8,1576.96,AAN00048,1550,1600,0,0,0,499,399,1,1,109,1550
126,R13107,246,373,90,51.2,30.8,1576.96,AAN00048,1550,1600,0,0,0,499,399,1,1,108,1550
127,R13032,393,186,90,63.95,24.6,1573.17,AAP00047,1550,1600,0,0,0,499,399,1,2,149,1550
128,R13107,301,71,90,51.2,30.8,1576.96,AAN00048,1550,1600,0,0,0,499,399,1,2,90,1550
129,R13096,498,76,270,70.45,22.8,1606.26,AAE00039,1600,1650,0,0,0,499,399,1,2,149,1600
130,R13092,243,265,270,71.45,22.8,1629.06,AAA00035,1600,1650,0,0,0,499,399,1,1,73,1600
131,C11000,138,110,180,39.15,41.5,1624.725,AAV00060,1600,1650,0,0,0,499,399,1,2,41,1600
132,R13092,418,354,270,71.45,22.8,1629.06,AAA00035,1600,1650,0,0,0,499,399,1,1,73,1600
133,R13092,385,356,270,71.45,22.8,1629.06,AAA00035,1600,1650,0,0,0,499,399,1,1,73,1600
134,R13041,69,394,90,68.95,24.6,1696.17,AAU00050,1650,1700,0,0,0,499,399,1,1,20,1650
135,C13056,449,211,180,60.7,27.85,1690.495,AAK00015,1650,1700,0,0,0,499,399,1,1,134,1650
136,C1086,85,226,0,29.4,56.8,1669.92,AAH00049,1650,1700,0,0,0,499,399,1,1,25,1650
137,C11078,222,273,180,14.6,116.75,1704.55,AAZ00064,1700,1750,0,0,0,499,399,1,1,66,1700
138,IC13001,238,17,180,48.35,36.15,1747.8525,AAD00027,1700,1750,0,0,0,499,399,1,2,71,1700
139,IC13001,387,303,180,48.35,36.15,1747.8525,AAD00027,1700,1750,0,0,0,499,399,1,1,116,1700
140,IC13001,474,179,180,48.35,36.15,1747.8525,AAD00027,1700,1750,0,0,0,499,399,1,2,70,1700
141,C1087,290,93,0,29.4,59.9,1761.06,AAI00050,1750,1800,0,0,0,499,399,1,2,87,1750
142,R13023,203,382,270,44.3,41.35,1831.805,AAL00044,1800,1850,0,0,0,499,399,1,1,61,1800
143,C10044,193,274,180,14.925,121.8,1817.865,AAX00059,1800,1850,0,0,0,499,399,1,1,58,1800
144,C11005,197,260,180,26.4,70,1848,AAB00044,1800,1850,0,0,0,499,399,1,1,59,1800
145,C11006,490,317,270,41.9,45.2,1893.88,AAC00045,1850,1900,0,0,0,499,399,1,1,147,1850
146,C13002,279,310,180,62.45,31.05,1939.0725,AAH00053,1900,1950,0,0,0,499,399,1,1,83,1900
147,C11002,125,67,0,38.675,49.8,1926.015,AAY00062,1900,1950,0,0,0,499,399,1,2,38,1900
148,R13061,201,103,0,60.2,31.8,1914.36,AAJ00043,1900,1950,0,0,0,499,399,1,2,60,1900
149,TU16003,421,101,270,42.015,47.285,1986.679275,AAN00051,1950,2000,0,0,0,499,397,1,2,126,1950
150,C13041,58,245,270,44.75,44.15,1975.7125,AAH00012,1950,2000,0,0,0,499,399,1,1,20,1950
151,R13013,364,185,270,48.05,41.4,1989.27,AAD00036,1950,2000,0,0,0,499,399,1,2,109,1950
152,R13054,60,287,180,60.2,32.8,1974.56,AAE00038,1950,2000,0,0,0,499,399,1,1,21,1950
153,R15040,50,388,180,26.8,73.5,1969.8,AAG00042,1950,2000,0,0,0,499,399,1,1,11,1950
154,R13054,472,332,180,60.2,32.8,1974.56,AAE00038,1950,2000,0,0,0,499,399,1,1,21,1950
155,R13013,476,16,270,48.05,41.4,1989.27,AAD00036,1950,2000,0,0,0,499,399,1,2,108,1950
156,R13013,152,6,270,48.05,41.4,1989.27,AAD00036,1950,2000,0,0,0,499,399,1,2,108,1950
157,R13055,4,180,180,60.2,33.8,2034.76,AAF00039,2000,2050,0,0,0,499,382,1,2,2,2000
158,R13055,189,360,180,60.2,33.8,2034.76,AAF00039,2000,2050,0,0,0,499,399,1,1,56,2000
159,C11056,15,34,90,22.9,89.2,2042.68,AAR00058,2000,2050,0,0,0,499,399,1,2,4,2000
160,C13003,246,219,180,68.75,29.9,2055.625,AAI00054,2050,2100,0,0,0,497,382,1,1,75,2050
161,R13012,447,397,90,52.85,39.175,2070.39875,AAC00035,2050,2100,0,0,0,499,399,1,1,134,2050
162,X13000,437,172,0,47.5,44.15,2097.125,AAD00042,2050,2100,0,0,0,499,399,1,2,131,2050
163,C11057,334,382,270,22.9,91,2083.9,AAS00059,2050,2100,0,0,0,499,399,1,1,100,2050
164,X13000,321,185,0,47.5,44.15,2097.125,AAD00042,2050,2100,0,0,0,499,399,1,2,130,2050
165,C13058,476,322,90,50.25,42.175,2119.29375,AAM00017,2100,2150,0,0,0,497,382,1,1,143,2100
166,R13016,324,276,90,53.85,39.175,2109.57375,AAG00039,2100,2150,0,0,0,499,399,1,1,97,2100
167,R13016,145,179,90,53.85,39.175,2109.57375,AAG00039,2100,2150,0,0,0,499,399,1,2,43,2100
168,C13058,180,337,90,50.25,42.175,2119.29375,AAM00017,2100,2150,0,0,0,499,399,1,1,143,2100
169,C11085,358,134,270,21.725,97.325,2114.385625,AAE00048,2100,2150,0,0,0,499,399,1,2,107,2100
170,C13058,224,118,90,50.25,42.175,2119.29375,AAM00017,2100,2150,0,0,0,499,399,1,2,67,2100
171,R13053,261,41,180,60.2,35.8,2155.16,AAD00037,2150,2200,0,0,0,499,399,1,2,78,2150
172,C11008,127,22,270,41.9,52.4,2195.56,AAE00047,2150,2200,0,0,0,499,399,1,2,39,2150
173,C10003,277,78,0,24.3,88.6,2152.98,AAM00051,2150,2200,0,0,0,499,399,1,2,83,2150
174,C14014,427,152,90,22.1,100.2,2214.42,AAM00018,2200,2250,0,0,0,490,382,1,2,130,2200
175,C13044,353,20,90,50.25,44.15,2218.5375,AAJ00014,2200,2250,0,0,0,499,382,1,2,106,2200
176,C11001,410,92,0,38.8,56.975,2210.63,AAX00061,2200,2250,0,0,0,499,399,1,2,123,2200
177,R13106,53,393,180,60.2,36.85,2218.37,AAM00047,2200,2250,0,0,0,499,399,1,1,10,2200
178,C10002,28,146,0,24.35,91.6,2230.46,AAL00050,2200,2250,0,0,0,499,399,1,2,8,2200
179,R13106,333,135,180,60.2,36.85,2218.37,AAM00047,2200,2250,0,0,0,499,399,1,2,100,2200
180,C11001,459,21,0,38.8,56.975,2210.63,AAX00061,2200,2250,0,0,0,499,399,1,2,122,2200
181,C11001,459,30,0,38.8,56.975,2210.63,AAX00061,2200,2250,0,0,0,499,399,1,2,122,2200
182,C13044,132,50,90,50.25,44.15,2218.5375,AAJ00014,2200,2250,0,0,0,499,399,1,2,105,2200
183,R13050,400,177,180,60.2,37.85,2278.57,AAB00035,2250,2300,0,0,0,490,382,1,2,122,2250
184,R13050,214,385,180,60.2,37.85,2278.57,AAB00035,2250,2300,0,0,0,499,399,1,1,66,2250
185,R13070,169,227,0,76.95,29.4,2262.33,AAM00046,2250,2300,0,0,0,499,399,1,1,50,2250
186,ZD11002,358,75,180,27.55,81.95,2257.7225,AAJ00048,2250,2300,0,0,0,499,399,1,2,104,2250
187,R14016,209,356,0,21.95,104.6,2295.97,AAZ00056,2250,2300,0,0,0,499,399,1,1,59,2250
188,R14017,132,265,180,21.95,105.7,2320.115,AAA00036,2300,2350,0,0,0,497,382,1,1,39,2300
189,R13075,268,319,180,75.15,30.9,2322.135,AAS00050,2300,2350,0,0,0,499,399,1,1,80,2300
190,R14017,475,316,180,21.95,105.7,2320.115,AAA00036,2300,2350,0,0,0,499,399,1,1,38,2300
191,C11084,342,238,0,22.1,105.05,2321.605,AAD00047,2300,2350,0,0,0,499,399,1,1,102,2300
192,Q13006,276,255,270,59.5,39.35,2341.325,AAF00034,2300,2350,0,0,0,499,399,1,1,82,2300
193,R13105,231,376,270,61.15,39.45,2412.3675,AAL00046,2400,2450,0,0,0,499,397,1,1,69,2400
194,R13105,90,36,270,61.15,39.45,2412.3675,AAL00046,2400,2450,0,0,0,499,399,1,2,25,2400
195,U13000,264,101,0,66.375,37.305,2476.119375,AAX00057,2450,2500,0,0,0,444,382,1,2,91,2450
196,U13000,96,203,0,66.375,37.305,2476.119375,AAX00057,2450,2500,0,0,0,497,382,1,1,28,2450
197,U13000,471,44,0,66.375,37.305,2476.119375,AAX00057,2450,2500,0,0,0,499,399,1,2,91,2450
198,C10045,84,203,180,20.2,122.625,2477.025,AAY00060,2450,2500,0,0,0,499,399,1,1,23,2450
199,R13099,154,29,270,63.15,39.45,2491.2675,AAH00042,2450,2500,0,0,0,499,399,1,2,46,2450
200,C11054,291,200,180,24.85,98.75,2453.9375,AAX00022,2450,2500,0,0,0,499,399,1,1,87,2450
201,C10045,207,45,180,20.2,122.625,2477.025,AAY00060,2450,2500,0,0,0,499,399,1,2,62,2450
202,C11054,491,215,180,24.85,98.75,2453.9375,AAX00022,2450,2500,0,0,0,499,399,1,1,87,2450
203,R13090,185,340,180,75.15,33.9,2547.585,AAY00054,2500,2550,0,0,0,499,399,1,1,55,2500
204,R13068,418,152,270,61.65,41.25,2543.0625,AAL00045,2500,2550,0,0,0,499,399,1,2,125,2500
205,R13068,52,56,270,61.65,41.25,2543.0625,AAL00045,2500,2550,0,0,0,499,399,1,2,124,2500
206,R13090,288,49,180,75.15,33.9,2547.585,AAY00054,2500,2550,0,0,0,499,399,1,2,84,2500
207,R13078,443,349,180,76.95,34.4,2647.08,AAU00051,2600,2650,0,0,0,490,382,1,1,135,2600
208,C14015,94,208,270,20.2,130.25,2631.05,AAN00019,2600,2650,0,0,0,499,382,2,1,30,2600
209,R14019,63,339,90,21.2,123.3,2613.96,AAC00038,2600,2650,0,0,0,499,399,2,1,20,2600
210,R13091,244,74,270,66.15,39.45,2609.6175,AAZ00055,2600,2650,0,0,0,499,399,2,2,78,2600
211,R13091,90,120,270,66.15,39.45,2609.6175,AAZ00055,2600,2650,0,0,0,499,399,2,2,77,2600
212,R13047,417,103,90,63.65,41.25,2625.5625,AAA00034,2600,2650,0,0,0,499,399,2,2,134,2600
213,R13078,310,39,180,76.95,34.4,2647.08,AAU00051,2600,2650,0,0,0,499,399,2,2,100,2600
214,C10041,422,192,180,21.25,128.65,2733.8125,AAS00056,2700,2750,0,0,0,499,399,2,2,136,2750
215,L14000,431,258,90,19.95,139.3,2779.035,AAA00025,2750,2800,0,0,0,499,399,2,1,139,2750
216,C11009,452,277,270,41.9,66.8,2798.92,AAF00048,2750,2800,0,0,0,499,399,2,1,145,2750
217,L14000,43,19,90,19.95,139.3,2779.035,AAA00025,2750,2800,0,0,0,499,399,2,2,13,2750
218,C11009,125,153,270,41.9,66.8,2798.92,AAF00048,2750,2800,0,0,0,499,399,2,2,40,2750
219,R13034,343,182,180,75.15,36.9,2773.035,AAS00049,2750,2800,0,0,0,499,399,2,2,110,2750
220,C14001,422,52,90,19.95,141.65,2825.9175,AAZ00026,2800,2850,0,0,0,499,382,2,2,136,2800
221,L14005,276,42,0,21.6,130.65,2822.04,AAF00030,2800,2850,0,0,0,499,399,2,2,89,2800
222,R13100,353,30,180,70.95,39.7,2816.715,AAI00043,2800,2850,0,0,0,499,399,2,2,113,2800
223,C14001,277,122,90,19.95,141.65,2825.9175,AAZ00026,2800,2850,0,0,0,499,399,2,2,136,2800
224,C1060,408,384,270,36.65,78.3,2869.695,AAB00043,2850,2900,0,0,0,499,384,2,1,131,2850
225,R14006,406,207,0,26.85,106.85,2868.9225,AAR00050,2850,2900,0,0,0,499,397,2,1,130,2850
226,L8027,383,26,270,23,124.075,2853.725,AAZ00048,2850,2900,0,0,0,499,399,2,2,123,2850
227,L14002,438,81,0,20.35,142.95,2909.0325,AAC00027,2900,2950,0,0,0,499,397,2,2,141,2900
228,FB14000,17,316,180,20.1,145.9,2932.59,AAX00041,2900,2950,0,0,0,499,397,2,1,5,2900
229,L14002,55,389,0,20.35,142.95,2909.0325,AAC00027,2900,2950,0,0,0,499,399,2,1,17,2900
230,C13000,125,369,90,67.325,43.6,2935.37,AAF00051,2900,2950,0,0,0,499,399,2,1,40,2900
231,C13000,70,311,90,67.325,43.6,2935.37,AAF00051,2900,2950,0,0,0,499,399,2,1,39,2900
232,C13000,494,142,90,67.325,43.6,2935.37,AAF00051,2900,2950,0,0,0,499,399,2,2,159,2900
233,Q1000,452,164,0,53.8,54.8,2948.24,AAD00031,2900,2950,0,0,0,499,399,2,2,145,2900
234,C10008,204,231,90,33.7,86.8,2925.16,AAR00054,2900,2950,0,0,0,499,399,2,1,65,2900
235,C1041,210,213,0,41.85,69.55,2910.6675,AAC00004,2900,2950,0,0,0,499,399,2,1,67,2900
236,C10008,121,120,90,33.7,86.8,2925.16,AAR00054,2900,2950,0,0,0,499,399,2,2,39,2900
237,Q1000,136,382,0,53.8,54.8,2948.24,AAD00031,2900,2950,0,0,0,499,399,2,1,43,2900
238,C14013,222,356,0,20.25,146.75,2971.6875,AAL00017,2950,3000,0,0,0,444,382,2,1,80,2950
239,C10025,32,234,270,21.4,138.15,2956.41,AAF00045,2950,3000,0,0,0,499,399,2,1,10,2950
240,C10025,209,17,270,21.4,138.15,2956.41,AAF00045,2950,3000,0,0,0,499,399,2,2,67,2950
241,R13089,78,220,180,76.95,38.4,2954.88,AAX00053,2950,3000,0,0,0,499,399,2,1,25,2950
242,C1045,36,113,90,40.15,74.1,2975.115,AAX00060,2950,3000,0,0,0,499,399,2,2,11,2950
243,C10025,128,391,270,21.4,138.15,2956.41,AAF00045,2950,3000,0,0,0,499,399,2,1,9,2950
244,C13070,290,54,180,73.5,40.15,2951.025,AAX00024,2950,3000,0,0,0,499,399,2,2,93,2950
245,C14004,376,159,270,19.95,150.4,3000.48,AAC00008,3000,3050,0,0,0,499,382,2,2,121,3000
246,L14001,335,150,270,19.95,152.75,3047.3625,AAB00026,3000,3050,0,0,0,499,399,2,2,108,3000
