No,Name,Location_X,Location_Y,Location_Angle,Part_X,Part_Y,Part_Size,Reel_Name,Nozzle_Type1,Nozzle_Type2,Nozzle_Type3,Nozzle_Type4,Nozzle_Type5,Machine_qty,Feeder1_qty,Feeder2_qty,Feeder3_qty,Feeder4_qty,Feeder5_qty,Feeder6_qty,Size_X,Size_Y,Machine No,Table,FeederNum,Nozzle_Using
17,312034,430,183,0,20.75,27.65,573.7375,11200006,550,600,0,0,0,5,176,179,164,183,193,0,499,397,1,2,159,550
18,312000,483,183,90,48.95,11.6,567.82,11900012,550,600,0,0,0,5,176,179,164,183,193,0,499,397,1,2,170,550
19,312000,259,262,90,48.95,11.6,567.82,11900012,550,600,0,0,0,5,176,179,164,183,193,0,499,399,1,1,91,550
20,312000,466,178,90,48.95,11.6,567.82,11900012,550,600,0,0,0,5,176,179,164,183,193,0,499,399,1,2,169,550
21,312035,85,371,270,19.6,30.45,596.82,112500064,550,600,0,0,0,5,176,179,164,183,193,0,499,399,1,1,29,550
22,312000,38,328,90,48.95,11.6,567.82,11900012,550,600,0,0,0,5,176,179,164,183,193,0,499,399,1,1,90,550
23,312067,259,139,90,39.35,15.1,594.185,11400049,550,600,0,0,0,5,176,179,164,183,193,0,499,399,1,2,91,550
24,39039,239,130,90,78.05,8.3,647.815,112100038,600,650,0,0,0,5,176,179,164,183,193,0,497,392,1,2,84,600
25,189029,128,69,90,60.95,10.25,624.7375,112200055,600,650,0,0,0,5,176,179,164,183,193,0,497,394,1,2,45,600
26,312057,371,59,0,43.45,14.05,610.4725,111900061,600,650,0,0,0,5,176,179,164,183,193,0,499,397,1,2,130,600
27,189028,375,220,180,64.15,9.85,631.8775,112100054,600,650,0,0,0,5,176,179,164,183,193,0,499,397,1,1,132,600
28,39030,34,4,180,72,8.7,626.4,111600035,600,650,0,0,0,5,176,179,164,183,193,0,499,397,1,2,11,600
29,39039,114,294,90,78.05,8.3,647.815,112100038,600,650,0,0,0,5,176,179,164,183,193,0,499,397,1,1,40,600
30,312031,128,92,90,21.6,27.9,602.64,112600025,600,650,0,0,0,5,176,179,164,183,193,0,499,399,1,2,45,600
31,189028,180,338,180,64.15,9.85,631.8775,112100054,600,650,0,0,0,5,176,179,164,183,193,0,499,399,1,1,131,600
32,39030,59,112,180,72,8.7,626.4,111600035,600,650,0,0,0,5,176,179,164,183,193,0,499,399,1,2,10,600
33,312057,275,62,0,43.45,14.05,610.4725,111900061,600,650,0,0,0,5,176,179,164,183,193,0,499,399,1,2,129,600
34,1212012,420,325,180,22.85,27.65,631.8025,112500044,600,650,0,0,0,5,176,179,164,183,193,0,499,399,1,1,148,600
35,312041,442,193,0,46.35,14.85,688.2975,11500049,650,700,0,0,0,5,176,179,164,183,193,0,499,397,1,2,155,650
36,312044,57,276,270,41.35,16.4,678.14,11800052,650,700,0,0,0,5,176,179,164,183,193,0,499,399,1,1,20,650
37,312037,308,18,270,21.6,30.45,657.72,11100045,650,700,0,0,0,5,176,179,164,183,193,0,499,399,1,2,108,650
38,312030,400,93,90,22.6,30.45,688.17,112200062,650,700,0,0,0,5,176,179,164,183,193,0,499,399,1,2,141,650
39,1812009,88,44,0,24.675,29.5,727.9125,112200050,700,750,0,0,0,5,176,179,164,183,193,0,497,392,1,2,31,700
40,312056,225,109,90,39.35,18.55,729.9425,111800060,700,750,0,0,0,5,176,179,164,183,193,0,497,394,1,2,79,700
41,312040,120,376,0,46.1,16.1,742.21,11400048,700,750,0,0,0,5,176,179,164,183,193,0,499,397,1,1,42,700
42,312059,202,138,90,40.35,18.55,748.4925,112200063,700,750,0,0,0,5,176,179,164,183,193,0,499,399,1,2,71,700
43,1812009,26,268,0,24.675,29.5,727.9125,112200050,700,750,0,0,0,5,176,179,164,183,193,0,499,399,1,1,9,700
44,312056,374,207,90,39.35,18.55,729.9425,111800060,700,750,0,0,0,5,176,179,164,183,193,0,499,399,1,1,131,700
45,312059,176,39,90,40.35,18.55,748.4925,112200063,700,750,0,0,0,5,176,179,164,183,193,0,499,399,1,2,70,700
46,312011,92,373,180,37.775,19.7,744.1675,111100014,700,750,0,0,0,5,176,179,164,183,193,0,499,399,1,1,32,700
47,1812007,243,67,0,53.45,14.65,783.0425,111900048,750,800,0,0,0,5,176,179,164,183,193,0,499,397,1,2,85,750
48,312081,8,294,180,29.9,26.7,798.33,11600010,750,800,0,0,0,5,176,179,164,183,193,0,499,397,1,1,2,750
49,61212001,422,327,270,27.9,27.65,771.435,11100023,750,800,0,0,0,5,176,179,164,183,193,0,499,399,1,1,148,750
50,312042,206,121,270,39.35,20.25,796.8375,11600050,750,800,0,0,0,5,176,179,164,183,193,0,499,399,1,2,72,750
51,312027,74,264,90,42.85,18.2,779.87,111800059,750,800,0,0,0,5,176,179,164,183,193,0,499,399,1,1,26,750
52,61212001,187,190,270,27.9,27.65,771.435,11100023,750,800,0,0,0,5,176,179,164,183,193,0,499,399,1,2,65,750
53,312024,85,180,90,43.85,18.2,798.07,111600058,750,800,0,0,0,5,176,179,164,183,193,0,499,399,1,2,29,750
54,312045,92,251,270,38.35,20.25,776.5875,11900053,750,800,0,0,0,5,176,179,164,183,193,0,499,399,1,1,32,750
55,312042,266,85,270,39.35,20.25,796.8375,11600050,750,800,0,0,0,5,176,179,164,183,193,0,499,399,1,2,71,750
56,312019,326,143,180,26.55,29.5,783.225,111900020,750,800,0,0,0,5,176,179,164,183,193,0,499,399,1,2,114,750
57,2112003,293,374,90,48.719,17.125,834.312875,112200056,800,850,0,0,0,5,176,179,164,183,193,0,499,397,1,1,103,800
58,312012,459,195,180,37.8,21.4,808.92,111200015,800,850,0,0,0,5,176,179,164,183,193,0,499,397,1,2,161,800
59,31411001,180,324,270,8.743,96.096,840.167328,11100001,800,850,0,0,0,5,176,179,164,183,193,0,499,397,1,1,63,800
60,31411001,251,283,270,8.743,96.096,840.167328,11100001,800,850,0,0,0,5,176,179,164,183,193,0,499,399,1,1,62,800
61,49003,284,178,90,58.9,14.35,845.215,112200040,800,850,0,0,0,5,176,179,164,183,193,0,499,399,1,2,100,800
62,31411001,424,4,270,8.743,96.096,840.167328,11100001,800,850,0,0,0,5,176,179,164,183,193,0,499,399,1,2,149,800
63,313063,497,110,180,22.7,36.8,835.36,111900021,800,850,0,0,0,5,176,179,164,183,193,0,499,399,1,2,175,800
64,312077,358,228,180,30.15,28.2,850.23,11400008,850,900,0,0,0,5,176,179,164,183,193,0,497,394,1,1,126,850
65,312077,125,99,180,30.15,28.2,850.23,11400008,850,900,0,0,0,5,176,179,164,183,193,0,499,397,1,2,44,850
66,312058,461,353,0,47.45,18.15,861.2175,112100062,850,900,0,0,0,5,176,179,164,183,193,0,499,397,1,1,162,850
67,313062,198,105,180,22.7,38.75,879.625,111800020,850,900,0,0,0,5,176,179,164,183,193,0,499,399,1,2,69,850
68,61212000,131,167,180,32.525,28.5,926.9625,112600043,900,950,0,0,0,5,176,179,164,183,193,0,497,394,1,2,46,900
69,61212000,19,347,180,32.525,28.5,926.9625,112600043,900,950,0,0,0,5,176,179,164,183,193,0,497,394,1,1,6,900
70,312054,142,32,0,47.45,19.15,908.6675,111400058,900,950,0,0,0,5,176,179,164,183,193,0,499,397,1,2,50,900
71,1813045,245,176,90,26,35.4,920.4,112500053,900,950,0,0,0,5,176,179,164,183,193,0,499,399,1,2,86,900
72,1813045,295,345,90,26,35.4,920.4,112500053,900,950,0,0,0,5,176,179,164,183,193,0,499,399,1,1,104,900
73,61212000,494,277,180,32.525,28.5,926.9625,112600043,900,950,0,0,0,5,176,179,164,183,193,0,499,399,1,1,5,900
74,1813045,243,274,90,26,35.4,920.4,112500053,900,950,0,0,0,5,176,179,164,183,193,0,499,399,1,1,103,900
75,312049,487,310,0,43.55,21.75,947.2125,111300057,900,950,0,0,0,5,176,179,164,183,193,0,499,399,1,1,171,900
76,312049,65,168,0,43.55,21.75,947.2125,111300057,900,950,0,0,0,5,176,179,164,183,193,0,499,399,1,2,22,900
77,312049,396,179,0,43.55,21.75,947.2125,111300057,900,950,0,0,0,5,176,179,164,183,193,0,499,399,1,2,21,900
78,312076,265,217,90,45.6,21.55,982.68,11500050,950,1000,0,0,0,5,176,179,164,183,193,0,471,392,1,1,99,950
79,312076,315,210,90,45.6,21.55,982.68,11500050,950,1000,0,0,0,5,176,179,164,183,193,0,471,392,1,1,98,950
80,1212009,443,354,270,33.85,28.75,973.1875,112200042,950,1000,0,0,0,5,176,179,164,183,193,0,497,392,1,1,156,950
81,1212009,117,82,270,33.85,28.75,973.1875,112200042,950,1000,0,0,0,5,176,179,164,183,193,0,497,394,1,2,41,950
82,202116004,483,222,270,36.4,26.7,971.88,111600052,950,1000,0,0,0,5,176,179,164,183,193,0,497,394,1,1,171,950
83,939006,476,280,180,76,12.65,961.4,111300036,950,1000,0,0,0,5,176,179,164,183,193,0,499,397,1,1,167,950
84,939006,129,48,180,76,12.65,961.4,111300036,950,1000,0,0,0,5,176,179,164,183,193,0,499,397,1,2,42,950
85,1212009,368,192,270,33.85,28.75,973.1875,112200042,950,1000,0,0,0,5,176,179,164,183,193,0,499,397,1,2,40,950
86,1212009,389,104,270,33.85,28.75,973.1875,112200042,950,1000,0,0,0,5,176,179,164,183,193,0,499,397,1,2,40,950
87,939006,340,91,180,76,12.65,961.4,111300036,950,1000,0,0,0,5,176,179,164,183,193,0,499,397,1,2,42,950
88,312076,121,44,90,45.6,21.55,982.68,11500050,950,1000,0,0,0,5,176,179,164,183,193,0,499,399,1,2,42,950
89,939006,129,157,180,76,12.65,961.4,111300036,950,1000,0,0,0,5,176,179,164,183,193,0,499,399,1,2,42,950
90,312047,41,318,90,43.15,23.6,1018.34,111100055,1000,1050,0,0,0,5,176,179,164,183,193,0,499,397,1,1,14,1000
91,2112001,454,391,0,45.225,22.769,1029.728025,111900054,1000,1050,0,0,0,5,176,179,164,183,193,0,499,399,1,1,160,1000
92,1813044,289,205,270,26,40.1,1042.6,112400052,1000,1050,0,0,0,5,176,179,164,183,193,0,499,399,1,1,101,1000
93,312014,283,145,270,43.45,24.8,1077.56,111300016,1050,1100,0,0,0,5,176,179,164,183,193,0,497,392,1,2,100,1050
94,312016,354,257,270,42.45,24.8,1052.76,111600018,1050,1100,0,0,0,5,176,179,164,183,193,0,499,399,1,1,124,1050
95,313060,159,221,0,25.25,43.4,1095.85,111400018,1050,1100,0,0,0,5,176,179,164,183,193,0,499,399,1,1,56,1050
96,312020,311,334,90,50.35,21.35,1074.9725,112100021,1050,1100,0,0,0,5,176,179,164,183,193,0,499,399,1,1,109,1050
97,61213000,177,392,180,30.45,37.75,1149.4875,11200024,1100,1150,0,0,0,5,176,179,164,183,193,0,461,392,1,1,67,1100
98,312065,152,385,270,45.45,24.8,1127.16,11300007,1100,1150,0,0,0,5,176,179,164,183,193,0,471,392,1,1,56,1100
99,312015,469,263,270,44.45,24.8,1102.36,111400017,1100,1150,0,0,0,5,176,179,164,183,193,0,497,392,1,1,166,1100
100,31028,420,62,0,21.05,52.65,1108.2825,111600055,1100,1150,0,0,0,5,176,179,164,183,193,0,497,392,1,2,148,1100
101,312015,166,276,270,44.45,24.8,1102.36,111400017,1100,1150,0,0,0,5,176,179,164,183,193,0,499,397,1,1,165,1100
102,312021,19,20,0,50.3,22.5,1131.75,111300056,1100,1150,0,0,0,5,176,179,164,183,193,0,499,397,1,2,6,1100
103,61213000,90,311,180,30.45,37.75,1149.4875,11200024,1100,1150,0,0,0,5,176,179,164,183,193,0,499,397,1,1,66,1100
104,312065,91,23,270,45.45,24.8,1127.16,11300007,1100,1150,0,0,0,5,176,179,164,183,193,0,499,399,1,2,32,1100
105,312015,423,155,270,44.45,24.8,1102.36,111400017,1100,1150,0,0,0,5,176,179,164,183,193,0,499,399,1,2,149,1100
106,312021,468,305,0,50.3,22.5,1131.75,111300056,1100,1150,0,0,0,5,176,179,164,183,193,0,499,399,1,1,165,1100
107,312032,295,156,270,49.7,24.8,1232.56,11100005,1200,1250,0,0,0,5,176,179,164,183,193,0,461,392,1,2,112,1200
108,312032,76,217,270,49.7,24.8,1232.56,11100005,1200,1250,0,0,0,5,176,179,164,183,193,0,497,394,1,1,26,1200
109,31031,242,385,180,24.85,49.4,1227.59,112100058,1200,1250,0,0,0,5,176,179,164,183,193,0,499,399,1,1,85,1200
110,312032,343,29,270,49.7,24.8,1232.56,11100005,1200,1250,0,0,0,5,176,179,164,183,193,0,499,399,1,2,111,1200
111,312032,319,88,270,49.7,24.8,1232.56,11100005,1200,1250,0,0,0,5,176,179,164,183,193,0,499,399,1,2,111,1200
112,312032,471,379,270,49.7,24.8,1232.56,11100005,1200,1250,0,0,0,5,176,179,164,183,193,0,499,399,1,1,26,1200
113,1212011,171,85,180,51.95,24.3,1262.385,112400043,1250,1300,0,0,0,5,176,179,164,183,193,0,471,392,1,2,63,1250
114,312028,450,91,90,47.55,26.65,1267.2075,111900060,1250,1300,0,0,0,5,176,179,164,183,193,0,497,392,1,2,159,1250
115,1212011,374,130,180,51.95,24.3,1262.385,112400043,1250,1300,0,0,0,5,176,179,164,183,193,0,499,397,1,2,62,1250
116,1212011,361,109,180,51.95,24.3,1262.385,112400043,1250,1300,0,0,0,5,176,179,164,183,193,0,499,399,1,2,62,1250
117,1212011,454,185,180,51.95,24.3,1262.385,112400043,1250,1300,0,0,0,5,176,179,164,183,193,0,499,399,1,2,62,1250
118,311094,281,316,270,33.15,41.45,1374.0675,11800051,1350,1400,0,0,0,5,176,179,164,183,193,0,497,397,1,1,99,1350
119,413000,52,300,180,36,38.75,1395,111800037,1350,1400,0,0,0,5,176,179,164,183,193,0,499,397,1,1,18,1350
120,311094,498,86,270,33.15,41.45,1374.0675,11800051,1350,1400,0,0,0,5,176,179,164,183,193,0,499,397,1,2,175,1350
121,311070,314,83,90,15,93.261,1398.915,112100060,1350,1400,0,0,0,5,176,179,164,183,193,0,499,399,1,2,110,1350
122,1813017,121,77,90,61.45,22.8,1401.06,11800040,1400,1450,0,0,0,5,176,179,164,183,193,0,499,397,1,2,39,1400
123,1813009,365,199,90,46.2,30.8,1422.96,11100033,1400,1450,0,0,0,5,176,179,164,183,193,0,499,397,1,1,128,1400
124,1813018,278,307,90,62.45,22.8,1423.86,11900041,1400,1450,0,0,0,5,176,179,164,183,193,0,499,399,1,1,98,1400
125,1813018,259,301,90,62.45,22.8,1423.86,11900041,1400,1450,0,0,0,5,176,179,164,183,193,0,499,399,1,1,97,1400
126,1813006,108,257,90,44.05,32.55,1433.8275,112400051,1400,1450,0,0,0,5,176,179,164,183,193,0,499,399,1,1,38,1400
127,31085,30,371,180,25.25,55.625,1404.53125,11700048,1400,1450,0,0,0,5,176,179,164,183,193,0,499,399,1,1,10,1400
128,1813019,44,300,90,67.45,22.8,1537.86,111000042,1500,1550,0,0,0,5,176,179,164,183,193,0,497,394,1,1,15,1500
129,1813007,165,250,90,50.2,30.8,1546.16,112500052,1500,1550,0,0,0,5,176,179,164,183,193,0,497,394,1,1,58,1500
130,31083,377,378,180,24.7,61.2,1511.64,11500046,1500,1550,0,0,0,5,176,179,164,183,193,0,499,397,1,1,132,1500
131,1813008,92,396,90,49.2,30.8,1515.36,112600053,1500,1550,0,0,0,5,176,179,164,183,193,0,499,397,1,1,30,1500
132,1813019,296,174,90,67.45,22.8,1537.86,111000042,1500,1550,0,0,0,5,176,179,164,183,193,0,499,397,1,2,104,1500
133,1813029,496,42,270,44.05,34.35,1513.1175,111300045,1500,1550,0,0,0,5,176,179,164,183,193,0,499,397,1,2,174,1500
134,1813029,59,294,270,44.05,34.35,1513.1175,111300045,1500,1550,0,0,0,5,176,179,164,183,193,0,499,397,1,1,20,1500
135,1813101,309,28,90,66.45,22.8,1515.06,111000044,1500,1550,0,0,0,5,176,179,164,183,193,0,499,397,1,2,108,1500
136,1813008,79,155,90,49.2,30.8,1515.36,112600053,1500,1550,0,0,0,5,176,179,164,183,193,0,499,397,1,2,27,1500
137,1813008,12,240,90,49.2,30.8,1515.36,112600053,1500,1550,0,0,0,5,176,179,164,183,193,0,499,399,1,1,30,1500
138,1813101,59,352,90,66.45,22.8,1515.06,111000044,1500,1550,0,0,0,5,176,179,164,183,193,0,499,399,1,1,18,1500
139,1813029,344,352,270,44.05,34.35,1513.1175,111300045,1500,1550,0,0,0,5,176,179,164,183,193,0,499,399,1,1,20,1500
140,1813101,97,159,90,66.45,22.8,1515.06,111000044,1500,1550,0,0,0,5,176,179,164,183,193,0,499,399,1,2,108,1500
141,1813107,111,85,90,51.2,30.8,1576.96,111400048,1550,1600,0,0,0,5,176,179,164,183,193,0,497,394,1,2,39,1550
142,311004,160,79,0,21.7,72.65,1576.505,11100043,1550,1600,0,0,0,5,176,179,164,183,193,0,497,397,1,2,56,1550
143,1813107,357,383,90,51.2,30.8,1576.96,111400048,1550,1600,0,0,0,5,176,179,164,183,193,0,499,397,1,1,125,1550
144,1813092,205,59,270,71.45,22.8,1629.06,11100035,1600,1650,0,0,0,5,176,179,164,183,193,0,471,392,1,2,76,1600
145,1813096,86,100,270,70.45,22.8,1606.26,11500039,1600,1650,0,0,0,5,176,179,164,183,193,0,499,399,1,2,30,1600
146,1813096,113,238,270,70.45,22.8,1606.26,11500039,1600,1650,0,0,0,5,176,179,164,183,193,0,499,399,1,1,39,1600
147,1813043,412,112,90,67.95,24.6,1671.57,112200051,1650,1700,0,0,0,5,176,179,164,183,193,0,499,397,1,2,145,1650
148,31086,341,111,0,29.4,56.8,1669.92,11800049,1650,1700,0,0,0,5,176,179,164,183,193,0,499,397,1,2,120,1650
149,1813098,352,157,90,70.95,24.6,1745.37,11700041,1700,1750,0,0,0,5,176,179,164,183,193,0,497,392,1,2,124,1700
150,1813093,356,208,90,69.95,24.6,1720.77,11200036,1700,1750,0,0,0,5,176,179,164,183,193,0,499,397,1,1,122,1700
151,1813093,16,343,90,69.95,24.6,1720.77,11200036,1700,1750,0,0,0,5,176,179,164,183,193,0,499,399,1,1,122,1700
152,9313001,401,268,180,48.35,36.15,1747.8525,11400027,1700,1750,0,0,0,5,176,179,164,183,193,0,499,399,1,1,141,1700
153,1813097,122,306,270,71.95,24.6,1769.97,11600040,1750,1800,0,0,0,5,176,179,164,183,193,0,497,392,1,1,43,1750
154,31087,87,37,0,29.4,59.9,1761.06,11900050,1750,1800,0,0,0,5,176,179,164,183,193,0,497,394,1,2,27,1750
155,1813097,246,206,270,71.95,24.6,1769.97,11600040,1750,1800,0,0,0,5,176,179,164,183,193,0,499,397,1,1,42,1750
156,1813097,395,355,270,71.95,24.6,1769.97,11600040,1750,1800,0,0,0,5,176,179,164,183,193,0,499,399,1,1,42,1750
157,311005,284,221,180,26.4,70,1848,11200044,1800,1850,0,0,0,5,176,179,164,183,193,0,471,392,1,1,106,1800
158,1813081,421,288,90,73.95,24.6,1819.17,112200052,1800,1850,0,0,0,5,176,179,164,183,193,0,471,392,1,1,157,1800
159,1813081,375,169,90,73.95,24.6,1819.17,112200052,1800,1850,0,0,0,5,176,179,164,183,193,0,497,394,1,2,132,1800
160,1813081,167,41,90,73.95,24.6,1819.17,112200052,1800,1850,0,0,0,5,176,179,164,183,193,0,499,399,1,2,131,1800
161,1813081,193,28,90,73.95,24.6,1819.17,112200052,1800,1850,0,0,0,5,176,179,164,183,193,0,499,399,1,2,131,1800
162,31089,326,256,180,28.75,65.1,1871.625,111100052,1850,1900,0,0,0,5,176,179,164,183,193,0,497,392,1,1,115,1850
163,311006,144,283,270,41.9,45.2,1893.88,11300045,1850,1900,0,0,0,5,176,179,164,183,193,0,499,397,1,1,50,1850
164,31088,489,280,0,29.4,63,1852.2,111000051,1850,1900,0,0,0,5,176,179,164,183,193,0,499,397,1,1,172,1850
165,2113002,420,123,0,69.525,27.195,1890.732375,112600059,1850,1900,0,0,0,5,176,179,164,183,193,0,499,397,1,2,146,1850
166,2113002,486,6,0,69.525,27.195,1890.732375,112600059,1850,1900,0,0,0,5,176,179,164,183,193,0,499,399,1,2,146,1850
167,31089,184,374,180,28.75,65.1,1871.625,111100052,1850,1900,0,0,0,5,176,179,164,183,193,0,499,399,1,1,114,1850
168,2113002,213,87,0,69.525,27.195,1890.732375,112600059,1850,1900,0,0,0,5,176,179,164,183,193,0,499,399,1,2,146,1850
169,2113002,385,63,0,69.525,27.195,1890.732375,112600059,1850,1900,0,0,0,5,176,179,164,183,193,0,499,399,1,2,146,1850
170,31088,120,183,0,29.4,63,1852.2,111000051,1850,1900,0,0,0,5,176,179,164,183,193,0,499,399,1,2,37,1850
171,2113001,461,192,90,62.895,30.675,1929.304125,112500058,1900,1950,0,0,0,5,176,179,164,183,193,0,461,192,1,1,176,1900
172,313001,284,271,180,70.8,27.3,1932.84,11700052,1900,1950,0,0,0,5,176,179,164,183,193,0,471,392,1,1,106,1900
173,313002,292,22,180,62.45,31.05,1939.0725,11800053,1900,1950,0,0,0,5,176,179,164,183,193,0,497,394,1,2,103,1900
174,2113001,111,262,90,62.895,30.675,1929.304125,112500058,1900,1950,0,0,0,5,176,179,164,183,193,0,499,397,1,1,175,1900
175,1813061,84,100,0,60.2,31.8,1914.36,111000043,1900,1950,0,0,0,5,176,179,164,183,193,0,499,399,1,2,25,1900
176,1813061,216,59,0,60.2,31.8,1914.36,111000043,1900,1950,0,0,0,5,176,179,164,183,193,0,499,399,1,2,25,1900
177,313001,421,182,180,70.8,27.3,1932.84,11700052,1900,1950,0,0,0,5,176,179,164,183,193,0,499,399,1,2,145,1900
178,1813061,48,211,0,60.2,31.8,1914.36,111000043,1900,1950,0,0,0,5,176,179,164,183,193,0,499,399,1,1,16,1900
179,1813061,16,346,0,60.2,31.8,1914.36,111000043,1900,1950,0,0,0,5,176,179,164,183,193,0,499,399,1,1,15,1900
180,2113001,417,315,90,62.895,30.675,1929.304125,112500058,1900,1950,0,0,0,5,176,179,164,183,193,0,499,399,1,1,175,1900
181,1813013,204,159,270,48.05,41.4,1989.27,11400036,1950,2000,0,0,0,5,176,179,164,183,193,0,497,394,1,2,72,1950
182,1813013,439,232,270,48.05,41.4,1989.27,11400036,1950,2000,0,0,0,5,176,179,164,183,193,0,497,394,1,1,155,1950
183,315186,120,363,270,28.65,69.6,1994.04,112200024,1950,2000,0,0,0,5,176,179,164,183,193,0,497,394,1,1,40,1950
184,1815040,186,7,180,26.8,73.5,1969.8,11700042,1950,2000,0,0,0,5,176,179,164,183,193,0,499,397,1,2,65,1950
185,313041,370,95,270,44.75,44.15,1975.7125,11800012,1950,2000,0,0,0,5,176,179,164,183,193,0,499,397,1,2,130,1950
186,313041,38,214,270,44.75,44.15,1975.7125,11800012,1950,2000,0,0,0,5,176,179,164,183,193,0,499,399,1,1,13,1950
187,313041,197,382,270,44.75,44.15,1975.7125,11800012,1950,2000,0,0,0,5,176,179,164,183,193,0,499,399,1,1,12,1950
188,202116003,226,391,270,42.015,47.285,1986.679275,111400051,1950,2000,0,0,0,5,176,179,164,183,193,0,499,399,1,1,79,1950
189,311056,272,248,90,22.9,89.2,2042.68,111800058,2000,2050,0,0,0,5,176,179,164,183,193,0,499,399,1,1,93,2000
190,1813012,242,281,90,52.85,39.175,2070.39875,11300035,2050,2100,0,0,0,5,176,179,164,183,193,0,499,397,1,1,85,2050
191,2413000,210,203,0,47.5,44.15,2097.125,11400042,2050,2100,0,0,0,5,176,179,164,183,193,0,499,397,1,1,74,2050
192,1813052,155,231,180,60.2,34.8,2094.96,11300036,2050,2100,0,0,0,5,176,179,164,183,193,0,499,399,1,1,54,2050
193,311086,100,316,90,21.725,95.075,2065.504375,11600049,2050,2100,0,0,0,5,176,179,164,183,193,0,499,399,1,1,35,2050
194,311057,476,246,270,22.9,91,2083.9,111900059,2050,2100,0,0,0,5,176,179,164,183,193,0,499,399,1,1,167,2050
195,311086,291,17,90,21.725,95.075,2065.504375,11600049,2050,2100,0,0,0,5,176,179,164,183,193,0,499,399,1,2,102,2050
196,1813012,146,160,90,52.85,39.175,2070.39875,11300035,2050,2100,0,0,0,5,176,179,164,183,193,0,499,399,1,2,51,2050
197,311085,17,213,270,21.725,97.325,2114.385625,11500048,2100,2150,0,0,0,5,176,179,164,183,193,0,499,397,1,1,5,2100
198,311053,85,157,180,23.15,91.5,2118.225,112200021,2100,2150,0,0,0,5,176,179,164,183,193,0,499,397,1,2,32,2100
199,313058,232,295,90,50.25,42.175,2119.29375,111300017,2100,2150,0,0,0,5,176,179,164,183,193,0,499,397,1,1,81,2100
200,311053,470,341,180,23.15,91.5,2118.225,112200021,2100,2150,0,0,0,5,176,179,164,183,193,0,499,397,1,1,163,2100
201,311085,20,289,270,21.725,97.325,2114.385625,11500048,2100,2150,0,0,0,5,176,179,164,183,193,0,499,397,1,1,4,2100
202,313058,135,278,90,50.25,42.175,2119.29375,111300017,2100,2150,0,0,0,5,176,179,164,183,193,0,499,399,1,1,80,2100
203,311085,209,96,270,21.725,97.325,2114.385625,11500048,2100,2150,0,0,0,5,176,179,164,183,193,0,499,399,1,2,73,2100
204,311085,63,249,270,21.725,97.325,2114.385625,11500048,2100,2150,0,0,0,5,176,179,164,183,193,0,499,399,1,1,4,2100
205,311008,146,274,270,41.9,52.4,2195.56,11500047,2150,2200,0,0,0,5,176,179,164,183,193,0,499,397,1,1,51,2150
206,314014,400,22,90,22.1,100.2,2214.42,111300018,2200,2250,0,0,0,5,176,179,164,183,193,0,461,392,1,2,152,2200
